anio,edad,pais,departamento,region,ciudad,genero,estadocivil,hogar,hijos,educacion,actividad,q10,q11,q12,q13,q14,q15r1,q15r2,q15r3,q15r4,q16r1,q16r2,q16r3,q17,tratamiento,q18,q19,q20,q21,q22r1,q22r2,q22r3,q23r1,q23r2,q23r3,q23r4,q23r5,q23r6,q23r7,q23r8,q24r1,q24r2,q24r3,q24r4,q24r5,q25a1,q25a2,q25a3,q25a4,q25a5,q25a6,q25a7,q25a8,q25a9,q25a1d
1973,30 a 49 años,México,Veracruz,Sur,Coatzacoalcos,Femenino,Casado(a) / Unión Civil,4,Sí,Media incompleta,Desempleado(a) y buscando trabajo,2,No,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Más de 30,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1959,50 a 64 años,México,Veracruz,Sur,IXTACZOQUITLÁN,Masculino,Casado(a) / Unión Civil,6,Sí,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",2,Sí,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Informativo,Menos de 5,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1980,30 a 49 años,México,México,Centro,Tepozotlan,Femenino,Soltero(a),2,No,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",3,No,No,0 - Izquierda,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Placebo,Menos de 5,Menos de 5 personas,De acuerdo,No sabe / Prefiere no contestar,Depende,Depende,Depende,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1962,50 a 64 años,México,Distrito Federal,Centro,Ciudad de México,Femenino,Soltero(a),4,No,Terciaria/Universitaria completa o más,Desempleado(a) y buscando trabajo,3,No,No,10 - Derecha,Entre 7.300 y 11.300,No los tendría como vecinos,No los tendría como vecinos,No los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Placebo,Entre 20 y 30,Entre 20 y 30,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1972,30 a 49 años,México,Michoacán,Pacífico,"Morelia, Michoacán",Femenino,Casado(a) / Unión Civil,3,Sí,Terciaria/Universitaria completa o más,Desempleado(a) y buscando trabajo,2,Sí,No,No sabe / Prefiere no contestar,No sabe / No contesta,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,De acuerdo,Falta de esfuerzo por su parte,Emotivo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Una organización que defiende los derechos de las mujeres.,Depende,Depende,Malo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,,,,,,,,,Prefiere no contestar,
1962,50 a 64 años,México,Morelos,Centro,Cuautla Morelos,Femenino,Casado(a) / Unión Civil,2,Sí,Media completa,Jubilado(a) / pensionado(a),1 - Más pobres,No,No,0 - Izquierda,No sabe / No contesta,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Placebo,Menos de 5,Menos de 5 personas,Algo de acuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Bueno,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,
1965,50 a 64 años,México,Tabasco,Sur,"cuernavaca, morelos",Femenino,Separado(a) / Divorciado(a) / Viudo(a),1,Sí,Terciaria/Universitaria incompleta,"Negocio propio, independiente o por cuenta propia",2,No,No,7,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Entre 20 y 30,Menos de 5 personas,De acuerdo,Una organización que defiende los derechos de las mujeres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,
1994,18 a 29 años,México,Zacatecas,Norte,Lobatos Valparaíso Zacatecas,Femenino,Separado(a) / Divorciado(a) / Viudo(a),4,Sí,Terciaria/Universitaria incompleta,Jubilado(a) / pensionado(a),1 - Más pobres,Sí,Sí,0 - Izquierda,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Emotivo,Más de 30,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Bueno,Depende,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1999,18 a 29 años,México,Tamaulipas,Norte,Reynosa,Femenino,Soltero(a),3,No,Media completa,Estudiante,4,No,No,5,Entre 7.300 y 11.300,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Emotivo,Más de 30,Menos de 5 personas,Algo de acuerdo,No sabe / Prefiere no contestar,Depende,Bueno,Bueno,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,En desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1949,Más de 65 años,México,Morelos,Centro,Cuernavaca Morelos,Femenino,Casado(a) / Unión Civil,4,Sí,Media incompleta,Prefiere no contestar,2,No,Sí,No sabe / Prefiere no contestar,Entre 7.300 y 11.300,,,,Los tendría como vecinos,De acuerdo,Algo de acuerdo,De acuerdo,Falta de esfuerzo por su parte,Emotivo,Entre 5 y 10,Entre 10 y 20,De acuerdo,Una organización que defiende los derechos de las mujeres.,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Depende,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1961,50 a 64 años,México,Tlaxcala,Centro,Tlaxcala,Femenino,Casado(a) / Unión Civil,6,Sí,Básica completa,A cargo de las tareas del hogar/ crianza de los hijos,2,Sí,No,5,Entre 0 y 7.300,Los tendría como vecinos,,,Los tendría como vecinos,De acuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Emotivo,Entre 10 y 20,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Personas que veo y se vuelven amigos con el trato diario"
1940,Más de 65 años,México,Chihuahua,Norte,"CIUDAD JUAREZ, CHIH.",Femenino,Soltero(a),2,No,Terciaria/Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,5,Entre 16.400 y 25.100,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Placebo,Entre 10 y 20,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Bueno,Algo de acuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,De acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,,,,,,,,Ninguna relación,,
1977,30 a 49 años,México,México,Centro,Estado de México,Femenino,Soltero(a),3,Sí,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",3,No,No,5,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Placebo,Más de 30,Entre 20 y 30,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,
1999,18 a 29 años,México,Guanajuato,Norte,León,Femenino,Soltero(a),5,No,Terciaria/Universitaria completa o más,Estudiante,3,No,Sí,5,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Placebo,Menos de 5,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,Algo de acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,
1976,30 a 49 años,México,Tabasco,Sur,Villahermosa,Masculino,Casado(a) / Unión Civil,4,Sí,Básica incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,No,2,Entre 0 y 7.300,,,Los tendría como vecinos,,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Placebo,Más de 30,Entre 20 y 30,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,En desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,
1956,Más de 65 años,México,Nuevo León,Norte,"Apodaca, N. L.",Femenino,Casado(a) / Unión Civil,2,Sí,Media completa,Jubilado(a) / pensionado(a),3,No,No,7,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Informativo,Más de 30,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1966,50 a 64 años,México,Querétaro,Norte,Queretaro,Masculino,Separado(a) / Divorciado(a) / Viudo(a),1,Sí,Media completa,"Negocio propio, independiente o por cuenta propia",3,No,No,3,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,De acuerdo,Falta de esfuerzo por su parte,Placebo,Menos de 5,Más de 30,Algo de acuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Bueno,Depende,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos","Si, otro",,,"[Si, otro ]en general no me molesta y no tengo problema que estan en mi entorno...ya sea de cualquier pais o nacionalidad"
1963,50 a 64 años,México,Nuevo León,Norte,monterrey,Femenino,Soltero(a),4,Sí,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,Sí,No,5,Entre 0 y 7.300,Los tendría como vecinos,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Placebo,Más de 30,Entre 5 y 10,En desacuerdo,Una organización que ayuda a las personas pobres.,Malo,Malo,Malo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,
1962,50 a 64 años,México,Coahuila,Norte,Melchor Múzquiz,Femenino,Casado(a) / Unión Civil,8,Sí,Básica completa,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,De acuerdo,Falta de esfuerzo por su parte,Informativo,Más de 30,Más de 30,De acuerdo,Una organización que ayuda a las personas migrantes.,No sabe / Prefiere no contestar,Bueno,Depende,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1979,30 a 49 años,México,Campeche,Sur,Campeche,Femenino,Separado(a) / Divorciado(a) / Viudo(a),3,Sí,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,0 - Izquierda,Entre 16.400 y 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Informativo,Más de 30,Más de 30,De acuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Depende,Depende,De acuerdo,De acuerdo,En desacuerdo,Algo en desacuerdo,No sabe / Prefiere no contestar,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1958,50 a 64 años,México,Puebla,Centro,Puebla de Zaragoza,Masculino,Casado(a) / Unión Civil,5,Sí,Media incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,0 - Izquierda,Más de 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Falta de esfuerzo por su parte,Emotivo,Entre 20 y 30,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,"Si, como mis vecinos",,,,
1976,30 a 49 años,México,México,Centro,Estado de México,Femenino,Separado(a) / Divorciado(a) / Viudo(a),2,Sí,Media incompleta,Prefiere no contestar,3,No,No,No sabe / Prefiere no contestar,No sabe / No contesta,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Emotivo,Entre 10 y 20,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Bueno,Bueno,De acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,
1989,30 a 49 años,México,Tamaulipas,Norte,Matamoros,Femenino,Soltero(a),7,No,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,Sí,No,7,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Placebo,Entre 10 y 20,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,
1974,30 a 49 años,México,Puebla,Centro,Tehuacan,Masculino,Soltero(a),1,No,Terciaria/Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,5,Entre 0 y 7.300,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No los tendría como vecinos,De acuerdo,Algo de acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Informativo,Entre 5 y 10,Más de 30,De acuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Depende,Malo,Algo de acuerdo,De acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,"Si, como mis amigos",,,,,"Si, como mis vecinos",,,,
1959,50 a 64 años,México,Nuevo León,Norte,SabinadsHgo,Femenino,Casado(a) / Unión Civil,8,Sí,Terciaria/Universitaria incompleta,Empleado(a) de tiempo parcial (menos de 8 horas por día),2,No,No,5,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Emotivo,Menos de 5,Entre 5 y 10,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Depende,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,
1981,30 a 49 años,México,Hidalgo,Centro,San Agustín tlaxiaca,Masculino,Casado(a) / Unión Civil,5,Sí,Básica completa,Desempleado(a) y buscando trabajo,2,Sí,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Placebo,Entre 10 y 20,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,"Si, como mis amigos",,,,,"Si, como mis vecinos",,,,
1957,50 a 64 años,México,Baja California Sur,Pacífico,Los cabos,Femenino,Separado(a) / Divorciado(a) / Viudo(a),5,Sí,Básica completa,Empleado(a) de tiempo parcial (menos de 8 horas por día),1 - Más pobres,Sí,No,5,Entre 0 y 7.300,No los tendría como vecinos,,,,De acuerdo,De acuerdo,Algo en desacuerdo,Falta de esfuerzo por su parte,Placebo,Más de 30,Más de 30,De acuerdo,Una organización que protege el medio ambiente.,Malo,Malo,Malo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1962,50 a 64 años,México,Nuevo León,Norte,San Nicolás de los Garza,Femenino,Casado(a) / Unión Civil,5,Sí,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",3,No,No,8,No sabe / No contesta,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,De acuerdo,Circunstancias fuera de su control,Emotivo,Entre 5 y 10,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Depende,No sabe / Prefiere no contestar,Depende,De acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,,,,,,,,Ninguna relación,,
1954,Más de 65 años,México,Chihuahua,Norte,"Delicias, Chih",Femenino,Separado(a) / Divorciado(a) / Viudo(a),1,Sí,Terciaria/Universitaria completa o más,Jubilado(a) / pensionado(a),3,Sí,Sí,0 - Izquierda,Entre 16.400 y 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Emotivo,Entre 20 y 30,Entre 5 y 10,Algo de acuerdo,Una organización que defiende los derechos de las mujeres.,Malo,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,"Si, como mis vecinos",,,,
2003,18 a 29 años,México,Guanajuato,Norte,León,Femenino,Soltero(a),4,No,Media completa,A cargo de las tareas del hogar/ crianza de los hijos,3,No,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Placebo,Entre 10 y 20,Entre 20 y 30,Algo en desacuerdo,Una organización que defiende los derechos de las mujeres.,Bueno,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1973,30 a 49 años,México,Puebla,Centro,Huauchinango,Masculino,Casado(a) / Unión Civil,4,Sí,Media completa,Desempleado(a) y buscando trabajo,3,No,No,6,Entre 0 y 7.300,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No los tendría como vecinos,No los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Informativo,Menos de 5,Más de 30,De acuerdo,Una organización que protege el medio ambiente.,No sabe / Prefiere no contestar,Depende,Depende,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1972,30 a 49 años,México,Distrito Federal,Centro,CDMX,Femenino,Casado(a) / Unión Civil,6,Sí,Media incompleta,"Negocio propio, independiente o por cuenta propia",1 - Más pobres,Sí,No,0 - Izquierda,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Entre 5 y 10,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas migrantes.,Depende,Bueno,Depende,Algo de acuerdo,No sabe / Prefiere no contestar,En desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,En desacuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1975,30 a 49 años,México,México,Centro,Cdmx,Femenino,Soltero(a),3,Sí,Media completa,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,0 - Izquierda,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,Placebo,Entre 5 y 10,Menos de 5 personas,De acuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Depende,No sabe / Prefiere no contestar,Algo de acuerdo,En desacuerdo,De acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1990,30 a 49 años,México,Veracruz,Sur,Puebla,Femenino,Soltero(a),1,No,Terciaria/Universitaria completa o más,Empleado(a) de tiempo parcial (menos de 8 horas por día),3,No,No,4,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Placebo,Menos de 5,Entre 5 y 10,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Bueno,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,En desacuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Mi vecina es hondureña, ya se nacionalizó mexicana"
