Rank	Time	Wind	Name	Country	Birthdate	City	Date
908	10.99	0.0	D'Andre Hill	USA	19.04.73	Atlanta	14.06.1996
908	10.99	+0.6	Gail Devers	USA	19.11.66	Atlanta	14.06.1996
908	10.99	+0.2	Gwen Torrence	USA	12.06.65	K&ouml;ln	16.08.1996
908	10.99	+0.8	Gail Devers	USA	19.11.66	Indianapolis	12.06.1997
908	10.99	+0.7	Beverly McDonald	JAM	15.02.70	Ad-Dawhah	07.05.1998
908	10.99	+1.0	Ekater&iacute;ni Th&aacute;nou	GRE	01.02.75	R&eacute;thymno	30.05.1998
908	10.99	+0.7	Christine Arron	FRA	13.09.73	Saint-Denis	04.06.1998
908	10.99	+0.8	Christine Arron	FRA	13.09.73	G&eacute;n&egrave;ve	20.06.1998
908	10.99	-0.8	Christine Arron	FRA	13.09.73	Villeneuve d'Ascq	11.07.1998
908	10.99	+0.4	Christine Arron	FRA	13.09.73	Nice	16.07.1998
908	10.99	+0.3	Merlene Ottey	JAM	10.05.60	Hechtel	07.08.1999
908	10.99	+1.0	Christine Arron	FRA	13.09.73	Roma	30.06.2000
908	10.99	+1.3	Gail Devers	USA	19.11.66	Sacramento	14.07.2000
908	10.99	+1.2	Mary Onyali	NGR	03.02.68	La Chaux-de-Fonds	13.08.2000
908	10.99	-1.2	Merlene Ottey	JAM	10.05.60	Thessalon&iacute;ki	30.08.2000
908	10.99	+1.0	Ekater&iacute;ni Th&aacute;nou	GRE	01.02.75	Sydney	22.09.2000
908	10.99	+0.5	Chandra Sturrup	BAH	12.09.71	Saint-Denis	06.07.2001
908	10.99	-1.0	Chandra Sturrup	BAH	12.09.71	Z&uuml;rich	17.08.2001
908	10.99	+0.1	Zhanna Block	UKR	06.07.72	Bruxelles	24.08.2001
908	10.99	+1.4	Tayna Lawrence	JAM	17.09.75	Paris	14.09.2002
908	10.99	+1.3	Chryste Gaines	USA	14.09.70	London	08.08.2003
908	10.99	+0.9	Zhanna Block	UKR	06.07.72	Saint-Denis	24.08.2003
908	10.99	+0.3	Yuliya Nesterenko	BLR	15.06.79	Ath&iacute;nai	20.08.2004
908	10.99	+0.4	Christine Arron	FRA	13.09.73	Z&uuml;rich	19.08.2005
908	10.99	+1.0	Veronica Campbell-Brown	JAM	16.05.82	Carson	21.05.2006
908	10.99	-0.1	Veronica Campbell-Brown	JAM	16.05.82	Osaka	27.08.2007
908	10.99	+1.3	Sherone Simpson	JAM	12.08.84	Eugene	08.06.2008
908	10.99	+1.3	Kerron Stewart	JAM	16.04.84	Eugene	08.06.2008
908	10.99	+0.6	Kerron Stewart	JAM	16.04.84	Kingston	27.06.2008
908	10.99	+0.1	Kerron Stewart	JAM	16.04.84	Oslo	03.07.2009
908	10.99	+0.4	Chandra Sturrup	BAH	12.09.71	Roma	10.07.2009
908	10.99	+0.2	Kerron Stewart	JAM	16.04.84	Saint-Denis	17.07.2009
908	10.99	+0.1	Veronica Campbell-Brown	JAM	16.05.82	Berlin	16.08.2009
908	10.99	+0.8	LaShauntea Moore	USA	31.07.83	Eugene	03.07.2010
908	10.99	-0.6	Carmelita Jeter	USA	24.11.79	Lausanne	08.07.2010
908	10.99	+1.4	Marshevet Hooker	USA	25.09.84	Nottwil	08.08.2010
908	10.99	+1.1	Marshevet Hooker	USA	25.09.84	London	14.08.2010
908	10.99	-0.1	Carmelita Jeter	USA	24.11.79	Walnut	16.04.2011
908	10.99	+1.8	Damola Osayomi	NGR	26.07.86	S&atilde;o Paulo	22.05.2011
908	10.99	-1.4	Shelly-Ann Fraser-Pryce	JAM	27.12.86	Daegu	29.08.2011
908	10.99	+1.4	Blessing Okagbare	NGR	09.10.88	London	14.07.2012
908	10.99	0.0	Tianna Bartoletta	USA	30.08.85	Monaco	20.07.2012
908	10.99	-0.1	Veronica Campbell-Brown	JAM	16.05.82	Lausanne	23.08.2012
908	10.99	+0.1	Kelly-Ann Baptiste	TTO	14.10.86	London	27.07.2013
908	10.99	-0.3	Carrie Russel	JAM	18.10.90	Bruxelles	06.09.2013
908	10.99	-1.2	Veronica Campbell-Brown	JAM	16.05.82	Sz&eacute;kesfeh&eacute;rv&aacute;r	07.07.2015
908	10.99	+0.9	&Aacute;ngela Tenorio	ECU	27.01.96	Toronto	22.07.2015
908	10.99	+0.1	Dina Asher-Smith	GBR	04.12.95	London	25.07.2015
908	10.99	-0.3	Dafne Schippers	NED	15.06.92	London	25.07.2015
908	10.99	+1.7	Hannah Cunliffe	USA	09.01.96	Norwalk	16.04.2016
908	10.99	+2.0	Murielle Ahour&eacute;	CIV	23.08.87	Durban	23.06.2016
908	10.99	+2.0	Morolake Akinosun	USA	17.05.94	Eugene	02.07.2016
908	10.99	-0.7	Michelle-Lee Ahye	TTO	10.04.92	London	23.07.2016
908	10.99	+0.5	Dafne Schippers	NED	15.06.92	Roma	08.06.2017
908	10.99	+1.4	Barbara Pierre	USA	28.04.87	Sacramento	22.06.2017
908	10.99	+0.7	Elaine Thompson-Herah	JAM	28.06.92	Kingston	23.06.2017
908	10.99	-1.4	Blessing Okagbare	NGR	09.10.88	London	09.07.2017
908	10.99	+0.2	Murielle Ahour&eacute;	CIV	23.08.87	London	06.08.2017
908	10.99	+1.7	Twanisha Terry	USA	24.01.99	Torrance	21.04.2018
908	10.99	+1.5	Shania Collins	USA	14.11.96	Knoxville	13.05.2018
908	10.99	+1.8	Dezerea Bryant	USA	27.04.93	Des Moines	21.06.2018
908	10.99	+1.2	Wei Yongli	CHN	11.10.91	La Chaux-de-Fonds	01.07.2018
