provider_number,legal_name,business_name,capacity_per_peu,address,address_2,city,county,zip_code,phone_number,latitude,longitude,source_access_date
1922582667,"RAMASAR, GHISLAINE",CREST HOME FOR THE ELDERLY,29,4460 CREST VIEW DR,,NORCO,Riverside,92860,951-736-2921,33.947106671495,-117.52588374425,2026-07-18
1588219521,CREST VILLA LLC                    ,CREST VILLA                        ,15,4014 CALIFORNIA AVE,,NORCO               ,Riverside,92860,9092144004,33.939982933896,-117.528142583337,2026-07-18
1164296810,HOVSEPYAN INVESTMENTS,LUNA SENIOR LIVING,6,1361 E LUNA WAY,,PALM SPRINGS,Riverside,92262,818-568-6812,33.854390459067,-116.533401951442,2026-07-18
1972205276,"PCD SENIOR #1, LLC",STONEWALL GARDENS,35,2150 N PALM CANYON DR,,PALM SPRINGS,Riverside,92262,760-548-0970,33.848560091038,-116.548093080776,2026-07-18
1497078877,WINDSOR CT ASST LIVING             ,WINDSOR CT ASST LIVING             ,150,201 SOUTH SUNRISE WAY,,PALM SPRINGS        ,Riverside,92262,7603278351,33.820796964607,-116.528259486206,2026-07-18
1932809464,FEDELIA B DAIZ,FAMOUS HOME,6,26690 MCCLURE CT,,PERRIS,Riverside,92571,951-943-8762,33.828433423223,-117.196454413792,2026-07-18
1538840244,"PARTNERS IN CARE OF ADDISON WAY, INC.",PARTNERS IN CARE OF ADDISON WAY ,6,4659 STRATFORD PLACE,,PERRIS,Riverside,92571-5155,818-400-4667,33.854146839052,-117.209355922979,2026-07-18
1932809464,FEDELIA B DAIZ,REAL SWEET HOME,6,20905 EL NIDO AVE,,PERRIS,Riverside,92571,951-943-8762,33.817173258316,-117.195651846564,2026-07-18
1649693664     ,PERRIS OASES INC                   ,PERRIS OASES INC                   ,0,21222 DAWES ST,,PERRIS              ,Riverside,92570,9519432304,33.840846854188,-117.292583862922,2026-07-18
1376199422,PICO DE LORO INC                   ,PICO DE LORO INC                   ,39,620 N PERRIS BLVD,,PERRIS              ,Riverside,92571,9519438081,33.792131358661,-117.226188544755,2026-07-18
1841914876,MIRAGE CARE LLC,BAYSHIRE RANCHO MIRAGE,135,72201 COUNTRY CLUB DRIVE,,RANCHO MIRAGE,Riverside,92270,760-340-5999,33.757772470711,-116.404900586421,2026-07-18
1528731619,TUPOU FAMILY INC,A GOOD SAMARITAN,6,3839 STRONG STREET,,RIVERSIDE,Riverside,92501,9517425188,34.001199493185,-117.365213137756,2026-07-18
1750072484,AVERY GARDEN ASSISTED LIVING-RIVERSIDE,AVERY GARDEN ASSISTED LIVING-RIVERSIDE,6,7675 WOODVIEW STREET,,RIVERSIDE,Riverside,92506,818-515-9279,33.913648419042,-117.37425913912,2026-07-18
1134800238,BARDWELLS PINES MANOR LLC,BARDWELLS PINES MANOR LLC,6,5336 BARDWELL AVE,,RIVERSIDE,Riverside,92506,786-219-6008,33.954741286093,-117.361850402021,2026-07-18
1073295432,BLISSFUL CANYON HOME CRE LLC,BLISSFUL CANYON HOME CARE II,6,284 ALDERWOOD WAY,,RIVERSIDE,Riverside,92506-6263,951-776-8351,33.92470243104,-117.325883571676,2026-07-18
1396487070,BLISSFUL CANYON HOMECARE LLC,BLISSFUL CANYON HOMECARE,6,1770 CENTURY AVE,,RIVERSIDE,Riverside,92506,951-295-7097,33.936528248683,-117.350654358673,2026-07-18
1790265650,JUAN CORNELL,EAGEL TIME CARE FACILITY,6,1622 PALERMO DR,,RIVERSIDE,Riverside,92507,562-685-4610,33.997101287356,-117.352206854779,2026-07-18
1083309033,INLAND CARE SERVICE INC,GRANDVIEW MANOR,82,4411 CHICAGO AVE,,RIVERSIDE,Riverside,92507,951-781-8400,33.969518749029,-117.348522840696,2026-07-18
1649054677,MARY MATEAS,LIFESTYLE HOME CARE II,6,5417 SKYLOFT DRIVE,,RIVERSIDE,Riverside,92509,951-360-1622,33.989947919729,-117.443076492028,2026-07-18
1477274520,CANAAN HOME INC,MICHAEL ANDREW CENTER,6,10904 ARIZONA AVE,,RIVERSIDE,Riverside,92503,951-343-9197,33.893481224726,-117.461780038412,2026-07-18
1295380467,RIVERSIDE ELITE ADVANTAGE,PACIFIC VISTA SENIOR LIVING,6,17085 BIRCH HILL RD,,RIVERSIDE,Riverside,92504,9518501088,33.86426241317,-117.363820065448,2026-07-18
1396565024,4JRM CARE HOMES LLC,REGENCY RANCH CARE HOME,6,16005 REGENCY RANCH RD,,RIVERSIDE,Riverside,92504,951-776-3289,33.886498009733,-117.398568502347,2026-07-18
1245958214,VILLA DE ANZA HOLDINGS LLC,SAVANT OF JURUPA VALLEY,197,5881 EL PALOMINO DR,,RIVERSIDE,Riverside,92509,951-685-3333,33.981664042911,-117.455982946538,2026-07-18
1447007141,RIVERSIDE RETIREMENT VILLA LLC,SAVANT OF RIVERSIDE,232,4609 ARLINGTON AVE,,RIVERSIDE,Riverside,92504,951-462-1025,33.946441064564,-117.40361256404,2026-07-18
1609505163,SIERRA PINES GUEST HOME,SIERRA PINES GUEST HOME,25,5051 LA SIERRA AVE,,RIVERSIDE,Riverside,92505,786-219-6008,33.922174323314,-117.490489733168,2026-07-18
1396525564,"THARON RIVERSIDE, LLC",THE GARDENS OF RIVERSIDE,98,10849 ARLINGTON AVE,,RIVERSIDE,Riverside,92505,951-637-8844,33.944908768844,-117.492936326886,2026-07-18
1144885922,MISSION INN SENIOR LIVING LLC,THE GROVE ASSISTED LIVING,66,3401 LEMON STREET,,RIVERSIDE,Riverside,92501,9516868202,33.984406685449,-117.369789992166,2026-07-18
1194592998,ALARA HEALTH SERVICES INC,VICTORIA HILLS ASSISTED LIVING AND MEMORY CARE,6,6847 HAWARDEN DRIVE,,RIVERSIDE,Riverside,92806,951-522-1425,33.925557678531,-117.379067501695,2026-07-18
1477260859,"RIVERSIDE OPERATIONS, LP",WESTMONT VILLAGE,225,17050 ARNOLD DRIVE,,RIVERSIDE,Riverside,92518,951-697-2100,33.872633168414,-117.293465639136,2026-07-18
1437701307     ,ARLINGTON MANAGEMENT LLC           ,ARLINGTON RIVERSIDE SENIOR         ,0,4609 ARLINGTON AVE,,RIVERSIDE           ,Riverside,92504,9516844401,33.946441064564,-117.40361256404,2026-07-18
1326672973,BLESSED ELDER CARE INC             ,BLESSED ELDER CARE INC             ,12,5041 SIERRA ST,,RIVERSIDE           ,Riverside,92504,9515886533,33.949782719812,-117.41297230004,2026-07-18
1477037299,CA HOME FOR THE ADULT DEAF         ,CA HOME FOR THE ADULT DEAF         ,6,3615 CROWELL AVE,,RIVERSIDE           ,Riverside,92504,6267018960,33.931687364323,-117.419052364965,2026-07-18
1255755237,CALOAKS CARE GROUP INC             ,CALOAKS SENIOR LIVING              ,74,3891 POLK ST,,RIVERSIDE           ,Riverside,92505,9512022276,33.909490408334,-117.470218267976,2026-07-18
1295930451,"PARTNERS N CARE, LLC               ",PARTNERS N CARE SR RESIDENCE       ,6,5873 BUD COURT,,RIVERSIDE           ,Riverside,92506,9512136314,33.945447892857,-117.368703865152,2026-07-18
1295930451,"PARTNERS N CARE, LLC               ",PARTNERS N CARE-CARE HOME          ,6,5920 COPPERFIELD AVE,,RIVERSIDE           ,Riverside,92506,9512136314,33.944290435847,-117.368454419714,2026-07-18
1992396972,OFA VALE,SARAH'S GOOD LIFE,6,26171 FOUNTAIN BLEU DR,,SUN CITY,Riverside,92586,9512515467,33.707567678628,-117.203219280207,2026-07-18
1508549262,ANGELICA'S HOME INC,ANGELICA'S HOME INC,6,31916 CORTE POSITAS,,TEMECULA,Riverside,92592,951-240-7280,33.51163226809,-117.101990448824,2026-07-18
1134888290,DELICARE HEALTH SERVICES,DELICARE HEALTH SERVICES,6,31416 CHEMIN CHEVALIER,,TEMECULA,Riverside,92591,9095597200,33.522484821045,-117.105976965793,2026-07-18
1598526212,ELITE SENIOR CARE LLC,ELITE SENIOR CARE,6,43895 BLUEWOOD CIRCLE,,TEMECULA,Riverside,92592,951-414-9381,33.488455258072,-117.068303328505,2026-07-18
1992396972,OFA VALE,SARAH'S GREAT LIFE,6,35725 VERDE VISTA WAY,,WILDOMAR,Riverside,92595,9512515467,33.601867143811,-117.223169969964,2026-07-18
1912761529,"WILDOMAR SENIOR ASSISTED LIVING, LLC",WILDOMAR SENIOR ASSISTED LIVING,200,32365 S PASADENA ST,,WILDOMAR,Riverside,92595,951-678-1555,33.603434224428,-117.267753145317,2026-07-18
1770229924,GRACE HOME CARE INC,GRACE HOME ATHENA,6,35591 ATHENA CT,,WINCHESTER,Riverside,92596,951-325-7199,33.604049120845,-117.088870423422,2026-07-18
1770229924,GRACE HOME CARE INC,GRACE HOME TAVEL,6,35224 TAVEL ST,,WINCHESTER,Riverside,92596,951-926-1101,33.609631007355,-117.080957906824,2026-07-18
1255025342,"AJUNWA, MERCILLINA NNENNA",MERCY HOME,6,32350 HEARTH GLEN CT,,WINCHESTER,Riverside,92596-8676,951-926-0195,33.592798888494,-117.094799697909,2026-07-18
1255025342,"AJUNWA, MERCILLINA NNENNYA",MERCY HOME,6,32350 HEARTH GLEN CT,,WINCHESTER,Riverside,92596,951-926-0195,33.592798888494,-117.094799697909,2026-07-18
1629775952,NEW HOPE RESIDENTIAL ELDER CARE LLC,NEW HOPE RESIDENTIAL ELDER CARE III,6,36040 PEPPERDINE COURT,,WINCHESTER,Riverside,92596,951-599-4585,33.597513164206,-117.100254975772,2026-07-18
1710763321,ARJAN CARE HOME INC,ARJAN CARE HOME,6,9320 PALMERSON DRIVE,,ANTELOPE,Sacramento,95843,279-529-4110,38.715280326416,-121.339676594986,2026-07-18
1033803440,UNITY MEMORY CARE INC,UNITY MEMORY HOME CARE,6,8161 CHIMANGO COURT,,ANTELOPE,Sacramento,95843,916-868-4236,38.71819559425,-121.350026401389,2026-07-18
1316632771,YELLOWTAIL HOME CARE INC,YELLOWTAIL HOME CARE,6,8513 YELLOWTAIL WAY,,ANTELOPE,Sacramento,95843,916-868-4236,38.723951028066,-121.384444758941,2026-07-18
1104353598,"HARSTON LOVING CARE, INC           ","HARSTON LOVING CARE, INC           ",6,5205 HARSTON WAY,,ANTELOPE            ,Sacramento,95843,8585836431,38.707811422044,-121.341025746121,2026-07-18
1417729120,HARJIT AND NAVGEET RCFE LLC,HARJIT AND NAVGEET RCFE,6,5324 NYODA WAY,,CARMICHAEL,Sacramento,95608,951-775-4933,38.631066758479,-121.340341866641,2026-07-18
1841070489,MOAI CORPORATION,MOAI CORPORATION,5,2633 CARDINAL COURT,,CARMICHAEL,Sacramento,95608,916-844-5250,38.612983389112,-121.339957975475,2026-07-18
1477315497,MATODA INC,PALMS COURT I,6,6821 LINCOLN AVE,,CARMICHAEL,Sacramento,95608,916-993-8166,38.640161793977,-121.306407983092,2026-07-18
1053906990     ,AUGUSTUS ELDER CARE HOME LLC       ,AUGUSTUS ELDER CARE HOME LLC       ,0,5105 SCHUYLER DR,,CARMICHAEL          ,Sacramento,95608,9164364533,38.658018558593,-121.321595321094,2026-07-18
1851588727,"FAIR OAKS ESTATES, INC             ",FAIR OAKS ESTATES                  ,106,8845 FAIR OAKS BLVD,,CARMICHAEL          ,Sacramento,95608,9169442077,38.636341825424,-121.296199244119,2026-07-18
1770998080,GRANDCARE INC                      ,MOUNTAIN MANOR SENIOR RESIDE       ,33,6101 FAIR OAKS BLVD,,CARMICHAEL          ,Sacramento,95608,9164887211,38.612063852424,-121.328793028988,2026-07-18
1457832230,SOLAR SENIOR LIVING LLC            ,WALNUT HOUSE                       ,110,3401 WALNUT AVE,,CARMICHAEL          ,Sacramento,95608,9164836612,38.626670156897,-121.346038627134,2026-07-18
1083311757,CITRUS CREST CARE HOME 1 LLC,CITRUS CREST CARE HOME 1,6,6906 HENNING DRIVE,,CITRUS HEIGHTS,Sacramento,95621,510-409-7096,38.700035823835,-121.306564473224,2026-07-18
1841910247,CITRUS CREST CARE HOME 2,CITRUS CREST CARE HOME 2,6,6813 MARINVALE DRIVE,,CITRUS HEIGHTS,Sacramento,95621,510-409-7098,38.703236411653,-121.30765730576,2026-07-18
1982318481,SUNGARDEN VILLA INC,CITRUS HEIGHTS SENIOR LIVING,6,8440 EDGECLIFF CT,,CITRUS HEIGHTS,Sacramento,95610,916-678-2908,38.718255818225,-121.252575629043,2026-07-18
1265114656,MAKENA BAY LLC,OAKWOOD MEADOWS ASSISTED LIVING,78,7241 CANELO HILLS DR,,CITRUS HEIGHTS,Sacramento,95610,916-722-2800,38.69819067358,-121.269374974663,2026-07-18
1205606662,RAI ANGELS LLC,RAI ANGELS LLC,6,6613 TRILBY CT,,CITRUS HEIGHTS,Sacramento,95610,916-945-2122,38.686437862314,-121.28518777028,2026-07-18
1427756493,THE LIVING WATER CARE HOME INC,THE LIVING WATER CARE HOME INC,6,7800 CLAYPOOL WAY,,CITRUS HEIGHTS,Sacramento,95610,279-529-2233,38.708092760624,-121.24977188243,2026-07-18
1972380475,WHOLESOME ELDERLY CARE HOMES LLC,WHOLESOME ELDERLY ON MAR VISTA,6,7401 MAR VISTA WAY,,CITRUS HEIGHTS,Sacramento,95621,916-678-0268,38.700560614793,-121.318437439072,2026-07-18
1437936937,WHOLESOME ELDERLY CARE HOMES LLC,WHOLESOME ELDERLY ON MATHIS,6,7131 MATHIS COURT,,CITRUS HEIGHTS,Sacramento,95610,916-678-0268,38.696026214723,-121.272551883605,2026-07-18
1477926038,BEST LIFE HOME CARE LLC            ,BEST LIFE HOME CARE LLC            ,6,7205 BARANGA DRIVE,,CITRUS HEIGHTS      ,Sacramento,95621,9167262292,38.696982925151,-121.302925805237,2026-07-18
1851762140,CANDLELIGHT HOME CARE RCFE         ,CANDLELIGHT HOME CARE RCFE         ,6,7224 CANDLELIGHT WAY,,CITRUS HEIGHTS      ,Sacramento,95621,9167255680,38.698018844564,-121.295789955787,2026-07-18
1205109097,CITRUS HEIGHTS TERRACE             ,CITRUS HEIGHTS TERRACE             ,45,7952 OLD AUBURN RD,,CITRUS HEIGHTS      ,Sacramento,95610,9167274400,38.70510050501,-121.269442197527,2026-07-18
1669865192,ROSANA G MEAD                      ,HELPING HANDS                      ,6,7655 PRINCE ST,,CITRUS HEIGHTS      ,Sacramento,95610,9167232985,38.692989702659,-121.283356575893,2026-07-18
1326659491     ,THE OARS SENIOR LIVING INC         ,THE OARS AT GREENBACK LANE         ,0,6550 GREENBACK LANE,,CITRUS HEIGHTS      ,Sacramento,95621,9162120388,38.678039153422,-121.31231990704,2026-07-18
1568171783,AN ANGEL GARDEN INC,AN ANGEL GARDEN INC,6,9873 TRAVELER CT,,ELK GROVE,Sacramento,95624,530-886-9529,38.398357717506,-121.347296247886,2026-07-18
1710614169,SUNQUEST RESOURCES INC,DIAMOND OAK SENIOR CARE,6,8636 DIAMOND OAK WAY,,ELK GROVE,Sacramento,95624,916-690-8874,38.414394309937,-121.387174660986,2026-07-18
1427755362,INDOCARE LLC,INDOCARE HOUSE 2,6,8604 BANFF VISTA DRIVE,,ELK GROVE,Sacramento,95624,916-686-1253,38.413078393048,-121.386936363479,2026-07-18
1093426363,OAKS FAMILY CARE INC,OAKS FAMILY CARE,6,9456 BLUE DIAMOND WAY,,ELK GROVE,Sacramento,95624,916-714-1796,38.402837593296,-121.345209070176,2026-07-18
1184396061,SILVER PINES CARE HOME I LLC,SILVER PINES CARE HOME I LLC,6,8625 HUME COURT,,ELK GROVE,Sacramento,95624,916-308-2968,38.412176584086,-121.384863183547,2026-07-18
1407527765,SILVER PINES CARE HOME II,SILVER PINES CARE HOME II,6,8717 VALLEY OAK LANE,,ELK GROVE,Sacramento,95624,916-308-2968,38.401713873447,-121.380851772326,2026-07-18
1083979116,A COZY RETIREMENT HOME             ,A COZY RETIREMENT HOME I           ,6,8616 BANFF VISTA DR,,ELK GROVE           ,Sacramento,95624,9165023008,38.412863606779,-121.386357173969,2026-07-18
1083979116,A COZY RETIREMENT HOME             ,A COZY RETIREMENT HOME II          ,6,8609 BANFF VISTA DR,,ELK GROVE           ,Sacramento,95624,9165023008,38.413025964244,-121.386706196417,2026-07-18
1407063910,"CARING FAMILIES, INC               ","CARING FAMILIES, INC               ",6,8716 BRAY VISTA WAY,,ELK GROVE           ,Sacramento,95624,9166860420,38.411395516438,-121.382440226796,2026-07-18
1760699284,"CARING FAMILIES, INC               ","CARING FAMILIES, INC               ",10,8712 BRAY VISTA WAY,,ELK GROVE           ,Sacramento,95624,9166850404,38.411393840057,-121.38273594034,2026-07-18
1821482217,BEST CARE LLC                      ,CHATEAU AT ELK GROVE II            ,6,8705 GREAT COURT,,ELK GROVE           ,Sacramento,95624,9163963356,38.415834656179,-121.380238803746,2026-07-18
1285151639,N J CARE HOME LLC                  ,N J CARE HOME LLC                  ,6,8200 WOODED BROOK DR,,ELK GROVE           ,Sacramento,95758,9162480652,38.429582695677,-121.404221105112,2026-07-18
1194168039,SUNRISE GUEST HOME INC.            ,SUNRISE GUEST HOME II              ,6,8818 SHARKEY AVENUE,,ELK GROVE           ,Sacramento,95624,9167140853,38.414465388476,-121.375403367623,2026-07-18
1306604335,PEARL CARE ASSISTED LIVING INC,PEARL CARE ASSISTED LIVING,6,8523 WINDING WAY,,FAIR OAKS,Sacramento,95628,916-256-9400,38.645721342715,-121.241084542703,2026-07-18
1164197000,WHOLESOME ELDERLY CARE HOMES,WHOLESOME ELDERLY ON KIFISIA,6,6024 KIFISIA WAY,,FAIR OAKS,Sacramento,95628,9166780268,38.675772183889,-121.257167654697,2026-07-18
1154585883,ESTRELLITA OLEA                    ,JERIDA LANE RES CARE               ,6,8830 JERIDA LANE,,FAIR OAKS           ,Sacramento,95628,9168636151,38.659043874898,-121.229595887116,2026-07-18
1801444880,SPRING GLEN ELDERLY CARE           ,SPRING GLEN ELDERLY CARE           ,6,5929 SPRING GLEN DR.,,FAIR OAKS           ,Sacramento,95628,9259224561,38.674147016683,-121.25794742315,2026-07-18
1437824067,DANI'S HELPING HANDS INC,DANI'S HELPING HANDS,6,108 REMINGTON DRIVE,,FOLSOM,Sacramento,95630,916-201-4863,38.677008556517,-121.145008653936,2026-07-18
1952099863,"7121 MAIN, LLC","7121 MAIN, LLC",6,7121 MAIN AVENUE,,ORANGEVALE,Sacramento,95662,707-430-1608,38.695052656669,-121.20176394526,2026-07-18
1295475093,ALMOND HOUSE ASSISTED LIVING LLC,ALMOND HOUSE ASSISTED LIVING,78,6135 ALMOND AVE,,ORANGEVALE,Sacramento,95662,9169887506,38.678268147017,-121.239727344941,2026-07-18
1912603465,BETHESDA SENIOR CARE LLC,BETHESDA SENIOR CARE,6,8874 NIMBUS WAY,,ORANGEVALE,Sacramento,95662,916-627-0305,38.671694178447,-121.226666328137,2026-07-18
1235884883,ORANGEVALE SENIOR LIVING LLC,THE CHALET,41,6487 MAIN AVE,,ORANGEVALE,Sacramento,95662,9169909400,38.683249344436,-121.202185052076,2026-07-18
1972990760,ESKATON FOUNTAINWOOD LODGE         ,ESKATON FOUNTAINWOOD LODGE         ,136,8773 OAK AVE,,ORANGEVALE          ,Sacramento,95662,9169882200,38.700357186003,-121.231924463637,2026-07-18
1174010359,"CHIWEN ENTERPRISES, LLC            ",HAZEL PARK SENIOR RESIDENTIA       ,85,7540 HAZEL AVENUE,,ORANGEVALE          ,Sacramento,95662,9168050108,38.702361718147,-121.225014171202,2026-07-18
1386304426,"EKANEM, UWEM",ELIZABETH CARE HOMES I,6,10609 CHARBONO WAY,,RANCHO CORDOVA,Sacramento,95670,9167542899,38.595802499259,-121.294219941503,2026-07-18
1376305300,SUMMERSET ASSISTED LIVING LLC,SUMMERSET ASSISTED LIVING,135,2341 VEHICLE DR,,RANCHO CORDOVA,Sacramento,95670,916-300-1300,38.614074168081,-121.272788085636,2026-07-18
1043578222,APPLERIDGE ASSISTED LIVING,APPLERIDGE ASSISTED LIVING,82,3950 ANNADALE LANE,,SACRAMENTO,Sacramento,95821,9164896900,38.638270585164,-121.377871754289,2026-07-18
1023789302,CAREHAVEN LLC,CAREHAVEN VALENCIA,6,7545 ORANGE DRIVE,,SACRAMENTO,Sacramento,95610,9167706554,38.706570732736,-121.288171392534,2026-07-18
1730724642,T STREET LLC,CITY CREEK ASSISTED LIVING,121,6254 66TH AVENUE,,SACRAMENTO,Sacramento,95823,9163932324,38.492392445212,-121.431025677096,2026-07-18
1669179347,COMFORT LIVING ELDER CARE 3,COMFORT LIVING ELDER CARE 3,6,8765 INISHEER WAY,,SACRAMENTO,Sacramento,95828,510-409-7098,38.456165566322,-121.378336195544,2026-07-18
1144800939,MARIA KANG LLC,COMFORTS OF HOME GREENHAVEN,6,6936 GLORIA DR,,SACRAMENTO,Sacramento,95831,916-833-1493,38.500832225429,-121.5445210885,2026-07-18
1912581570,MARIA KANG LLC,COMFORTS OF HOME RIVERSIDE,6,6765 RIVERSIDE BLVD,,SACRAMENTO,Sacramento,95831,916-833-1493,38.503582285952,-121.546632741367,2026-07-18
1215517008,EMERALD ELDER CARE LLC,COMFORTS OF HOME TREASURE,6,6997 TREASURE WAY,,SACRAMENTO,Sacramento,95831,916-833-1493,38.499602684052,-121.540105921002,2026-07-18
1417729120,HARJIT AND NAVGEET RCFE LLC,HARJIT AND NAVGEET RCFE II,6,4400 BELMONT PLACE LANE,,SACRAMENTO,Sacramento,95841,951-775-4933,38.646766482222,-121.367210392546,2026-07-18
1568245447,IVY RIDGE CARE INC,IVY RIDGE ASSISTED LIVING,36,2030 23RD ST,,SACRAMENTO,Sacramento,95818,916-600-3309,38.563797123993,-121.481053988208,2026-07-18
1427715341,KENTFIELD ESTATES RANCH RCFE,KENTFIELD ESTATES RANCH RCFE,6,3800 SILVER SPUR WAY,,SACRAMENTO,Sacramento,95841,916-904-0027,38.645418043549,-121.375901671767,2026-07-18
1710560495,ATLANTIS SAC OPCO LLC,LEGACY OAKS OF SACRAMENTO,160,1922 MORSE AVE,,SACRAMENTO,Sacramento,95825,9492917552,38.600207357016,-121.392208915852,2026-07-18
1083498042,"MACERO ELDER CARE, LLC","MACERO ELDER CARE, LLC",6,760 EL MACERO WAY,,SACRAMENTO,Sacramento,95831,916-476-3830,38.496589599408,-121.532979459284,2026-07-18
1023717949,DHANOA RCFE INC,MARCONI VILLA,6,2100 MARCONI AVE,,SACRAMENTO,Sacramento,95821,916-751-8052,38.618981604753,-121.417193692837,2026-07-18
1659098879,"AHUJA, SHERRY V.",SHERRY'S RCFE,6,3996 WILDROSE WAY,,SACRAMENTO,Sacramento,95826,650-690-4881,38.542938003569,-121.36489346687,2026-07-18
1073730156,SKYPARK MANOR LLC,SKYPARK MANOR LLC,144,5510 SKY PARKWAY,,SACRAMENTO,Sacramento,95823,9164225650,38.50218519033,-121.438223804086,2026-07-18
1225774631,YOUNG AT HEART RCFE NO 1 INC,YOUNG AT HEART RCFE NO 1 INC,6,9027 COLOMBARD WAY,,SACRAMENTO,Sacramento,95829,916-689-7378,38.466810206169,-121.366163325201,2026-07-18
1023756517,YOUNG AT HEART RCFE NO 2 INC,YOUNG AT HEART RCFE NO 2 INC,6,9016 COLOMBARD WAY ,,SACRAMENTO,Sacramento,95829,916-681-0746,38.466754047417,-121.366690882187,2026-07-18
1730825142,YOUNG AT HEART RCFE NO 3 INC,YOUNG AT HEART RCFE NO 3 INC,6,9375 BROWNSBERG WAY,,SACRAMENTO,Sacramento,95829,916-681-3689,38.464611465328,-121.349560283753,2026-07-18
1255079398,YOUNG AT HEART RCFE NO 4 INC,YOUNG AT HEART RCFE NO 4 INC,6,9012 COLOMBARD WAY,,SACRAMENTO,Sacramento,95829,916-682-6080,38.46675379596,-121.366892131682,2026-07-18
1073251112,YOUNG AT HEART RCFE NO 5 INC,YOUNG AT HEART RCFE NO 5 INC,6,8039 CAYMUS DRIVE,,SACRAMENTO,Sacramento,95829,916-689-8882,38.465543532961,-121.364441849927,2026-07-18
1184133936,"SMCA GROUP, INC                    ",CALL IT HOME                       ,6,974 PARK RANCH WAY,,SACRAMENTO          ,Sacramento,95831,9168258677,38.497556703397,-121.5237413447,2026-07-18
1144710559,CAMELOT CARE BUCKS HARBOR          ,CAMELOT CARE BUCKS HARBOR          ,6,8006 BUCKS HARBOR WAY,,SACRAMENTO          ,Sacramento,95828,9168030815,38.467160821179,-121.387264682626,2026-07-18
1689024077,CLARA SENIOR LIVING INC            ,CLARA CARE HOME                    ,6,4665 FREEWAY CIRCLE,,SACRAMENTO          ,Sacramento,95841,5307717715,38.658795519107,-121.355822738891,2026-07-18
1578044350,SOLAR SENIOR LIVING 2 LLC          ,COUNTRY CLUB MANOR                 ,112,2100 BUTANO DRIVE,,SACRAMENTO          ,Sacramento,95825,9164819240,38.604003101869,-121.387006687646,2026-07-18
1053684811,COURTYARD TERRACE                  ,COURTYARD TERRACE                  ,40,3408 ALTA ARDEN EXPWY,,SACRAMENTO          ,Sacramento,95825,9164861281,38.598876897524,-121.384061622147,2026-07-18
1881225795,DANIEL RESIDENTIAL CARE HOME       ,DANIEL RESIDENTIAL CARE HOME       ,6,4295 AMAPOLA WAY,,SACRAMENTO          ,Sacramento,95823,9168224147,38.468657619538,-121.454199627719,2026-07-18
1154773406,GHC OF SAC-RCFE LLC                ,GRAMERCY COURT                     ,85,2200 GRAMERCY DRIVE,,SACRAMENTO          ,Sacramento,95825,9164822200,38.605838319569,-121.397251971717,2026-07-18
1407339781,BBC SENIOR SERVICES &              ,THE LEVENDI ESTATE                 ,6,4107 LEVENDI LANE,,SACRAMENTO          ,Sacramento,95821,9166282022,38.638452095277,-121.357670529446,2026-07-18
1760067961     ,VALINE COURT SENIOR CARE INC       ,THE WATERLEAF AT LAND PARK         ,0,966 43RD AVENUE,,SACRAMENTO          ,Sacramento,95831,9163949400,38.516038925627,-121.52358116653,2026-07-18
1790144137,TWIN RIVERS AT NATOMAS INC         ,TWIN RIVERS AT NATOMAS INC         ,48,421 SAN JUAN RD,,SACRAMENTO          ,Sacramento,95834,9169938435,38.629584754179,-121.472271010965,2026-07-18
1962900852,WHOLESOME ELDERLY CARE HOMES       ,WHOLESOME ELDERLY ON ARGO          ,6,5205 ARGO WAY,,SACRAMENTO          ,Sacramento,95820,9166702647,38.527691195965,-121.433664216396,2026-07-18
1114229069,GENESIS MANOR I                    ,GENESIS MANOR I                    ,6,6354 SACRAMENTO AVE,,ALTA LOMA           ,San Bernardino,91701,9092629802,34.139025096846,-117.612856467074,2026-07-18
1114229069,GENESIS MANOR I                    ,GENESIS MANOR VI                   ,6,6936 AMETHYST AVE,,ALTA LOMA           ,San Bernardino,91701,9092629802,34.128306193337,-117.598261310532,2026-07-18
1730627050,INTEGRATED ELDER CARE INC          ,PACIFIC PINES                      ,15,5850 MANZANITA AVE,,ANGELUS OAKS        ,San Bernardino,92305,9098014904,34.147412783535,-116.981620200435,2026-07-18
1376315291,APPLE VALLEY RETIREMENT INC,APPLE GARDEN SENIORS,6,12994 RINCON ROAD,,APPLE VALLEY,San Bernardino,92308,760-240-2600,34.487539685558,-117.224435469706,2026-07-18
1477280931,CRYSTAL GARDEN RCFE LLC,CRYSTAL GARDEN RCFE,10,13224 IROQUOIS RD,,APPLE VALLEY,San Bernardino,92308,760-503-9180,34.491774139224,-117.212556720345,2026-07-18
1043056849,VALLEY CREST MEMORY CARE LLC,VALLEY CREST,65,18524 CORWIN RD,,APPLE VALLEY,San Bernardino,92307,760-242-3188,34.541049042969,-117.259862421667,2026-07-18
1225718877,"BRYANT, WILSON","WE SHARE, WE CARE",4,19196 PINE WAY,,APPLE VALLEY,San Bernardino,92308,760-810-7059,34.461978946096,-117.245099375604,2026-07-18
1982486981,AVISTA LIVING AND CARE INC,YORKSHIRE GARDEN CARE #1,6,12667 YORKSHIRE DR,,APPLE VALLEY,San Bernardino,92308,760-605-4674,34.481492184327,-117.243249070478,2026-07-18
