"age","asian","black","divorced","educ","exper","faminc","female","hrswork","insure","married","mcaid","mcare","metro","midwest","nchild","northeast","single","south","union","wage","west","white"
63,0,0,0,18,39,50000,0,30,1,1,0,0,1,0,0,0,0,0,0,46.8,1,1
55,0,0,0,16,33,25002,1,40,1,1,0,0,1,0,0,0,0,0,0,19.38,1,1
55,0,0,1,20,29,0,1,50,1,0,0,0,1,0,0,0,0,0,1,26.92,1,1
58,0,0,1,12,40,0,0,40,0,0,0,0,1,0,0,0,0,0,0,12,1,1
64,0,0,0,13,45,20749,0,40,1,1,0,0,0,0,0,0,0,0,0,15.38,1,1
31,0,0,0,13,12,25000,0,40,0,1,0,0,0,0,2,0,0,0,0,14.25,1,1
27,0,0,0,13,8,16000,1,40,0,1,0,0,0,0,2,0,0,0,0,8.5,1,1
53,0,0,1,3,44,0,0,40,1,0,0,0,0,0,0,0,0,0,0,13,1,1
34,0,0,0,5,23,15000,0,45,1,1,0,0,0,0,4,0,0,0,0,12,1,1
39,0,0,0,12,21,5308,0,45,0,1,0,0,0,0,3,0,0,0,0,12.25,1,1
47,0,0,0,5,36,50957,0,55,0,1,0,0,0,0,3,0,0,0,0,13.42,1,1
50,0,0,0,13,31,30000,0,55,1,1,0,0,0,0,5,0,0,0,0,12.24,1,1
61,0,0,0,14,41,105000,1,52,1,1,0,0,0,0,0,0,0,0,0,14.79,1,1
59,0,0,0,20,33,40000,0,40,1,1,0,0,0,0,0,0,0,0,0,50.47,1,1
40,0,0,0,18,16,3625,0,60,1,1,0,0,0,0,6,0,0,0,0,32.7,1,1
25,0,0,0,16,3,0,1,40,1,0,0,0,0,0,0,0,1,0,1,14.68,1,1
37,0,0,0,12,19,4189,0,40,1,1,1,0,0,0,2,0,0,0,0,14.48,1,1
44,0,0,0,13,25,36013,0,40,1,1,0,0,1,0,1,0,0,0,0,17.65,1,1
40,0,0,0,13,21,41565,1,40,1,1,0,0,1,0,1,0,0,0,0,15.35,1,1
61,0,0,0,18,37,25010,0,40,1,1,0,0,1,0,0,0,0,0,0,40.88,1,1
58,0,0,0,14,38,41000,0,40,1,1,0,0,1,0,0,0,0,0,0,21,1,1
53,0,0,0,12,35,35000,1,40,1,1,0,0,1,0,0,0,0,0,0,12,1,1
33,0,0,0,13,14,12935,0,40,0,0,0,0,1,0,0,0,1,0,0,10,1,1
33,0,0,0,14,13,20940,0,42,1,1,0,0,1,0,1,0,0,0,0,10.5,1,1
38,0,0,0,12,20,10000,0,50,1,1,0,0,1,0,3,0,0,0,0,22,1,1
18,0,0,0,12,0,0,1,40,1,0,0,0,1,0,0,0,1,0,0,15.75,1,1
62,0,0,0,12,44,50169,0,40,1,1,0,0,0,0,0,0,0,0,1,26.5,1,1
56,0,0,0,13,37,42000,1,40,1,1,0,0,0,0,0,0,0,0,0,24,1,1
49,0,0,0,16,27,17162,0,40,1,1,0,0,0,0,0,0,0,0,0,16.83,1,1
45,0,0,0,21,18,91700,0,35,1,1,0,0,0,0,2,0,0,0,0,21.97,1,1
67,0,0,0,13,48,56301,0,60,0,1,0,1,0,0,0,0,0,0,0,33.97,1,1
66,0,0,0,13,47,237585,1,36,0,1,0,1,0,0,0,0,0,0,0,15.36,1,1
61,0,0,0,12,43,86000,0,70,1,1,0,0,0,0,1,0,0,0,0,19.79,1,1
55,0,0,0,12,37,98001,1,70,1,1,0,0,0,0,1,0,0,0,0,11.53,1,1
56,0,0,1,13,37,0,1,40,1,0,0,0,0,0,0,0,0,0,0,15,1,1
41,0,0,0,13,22,4802,0,40,1,1,0,0,0,0,3,0,0,0,0,18,1,1
26,0,0,0,13,7,33000,1,35,1,1,0,0,1,0,0,0,0,0,0,7.91,1,1
23,0,0,0,12,5,0,1,40,0,0,0,0,1,0,0,0,1,0,0,10,1,1
54,0,0,1,12,36,0,0,7,0,0,0,0,1,0,0,0,0,0,0,100,1,1
27,0,0,0,12,9,35601,0,40,1,1,0,0,1,0,0,0,0,0,0,9.8,1,1
31,0,0,0,12,13,18401,1,40,1,1,0,0,1,0,0,0,0,0,0,16.17,1,1
33,0,0,0,21,6,1805,0,40,1,1,0,0,1,0,2,0,0,0,0,45,1,1
56,0,0,0,12,38,86720,0,40,1,1,0,0,0,0,0,0,0,0,0,17.88,1,1
52,0,0,0,12,34,46920,1,60,1,1,0,0,0,0,0,0,0,0,0,26.34,1,1
50,0,0,1,8,36,114628,0,56,1,0,0,0,0,0,0,0,0,0,0,16.96,1,1
29,0,0,0,12,11,14803,0,40,0,1,0,0,0,0,1,0,0,0,0,20,1,1
50,0,0,0,12,32,31360,1,40,1,1,0,0,0,0,0,0,0,0,0,10.57,1,1
51,0,0,0,12,33,22130,0,40,1,1,0,0,0,0,0,0,0,0,0,15,1,1
35,0,0,0,18,11,250,0,40,1,1,0,0,0,0,3,0,0,0,0,19.12,1,1
29,0,0,0,14,9,12000,0,50,1,1,0,0,0,0,1,0,0,0,0,17.3,1,1
39,0,0,0,14,19,4879,0,50,1,1,0,0,0,0,4,0,0,0,0,20,1,1
32,0,0,0,14,12,53000,1,48,1,1,0,0,0,0,2,0,0,0,0,19.56,1,1
37,0,0,0,13,18,45000,0,40,1,1,0,0,0,0,2,0,0,0,1,23,1,1
45,0,0,0,14,25,31450,1,40,1,1,0,0,0,0,2,0,0,0,0,15,1,1
45,0,0,0,14,25,33200,0,36,0,1,0,0,0,0,2,0,0,0,0,17.5,1,1
44,0,0,0,8,30,13000,0,22,0,1,0,0,0,0,4,0,0,0,0,16.6,1,1
28,0,0,0,14,8,0,0,36,1,1,0,0,0,0,0,0,0,0,0,19.44,1,1
32,0,0,0,12,14,288,0,38,1,1,1,0,1,0,1,0,0,0,0,12.37,1,1
64,0,0,0,14,44,20748,0,42,1,1,0,0,1,0,0,0,0,0,0,9.5,1,1
60,0,0,0,16,38,20748,1,42,1,1,0,0,1,0,0,0,0,0,0,9.5,1,1
50,0,0,0,13,31,32550,0,50,1,1,0,0,1,0,2,0,0,0,0,14.5,1,1
22,0,0,0,16,0,62000,1,40,1,0,0,0,1,0,0,0,1,0,0,14.9,1,1
50,0,0,0,21,23,74370,1,40,1,1,0,0,1,0,0,0,0,0,0,43.28,1,1
52,0,0,0,21,25,96056,0,40,1,1,0,0,1,0,0,0,0,0,1,33.65,1,1
39,0,0,0,16,17,0,0,40,1,0,0,0,1,0,0,0,1,0,0,45,1,1
37,0,0,0,13,18,0,0,35,1,0,0,0,1,0,0,0,1,0,0,9,1,1
27,0,0,1,18,3,0,1,50,1,0,0,0,1,0,0,0,0,0,0,28.84,1,1
31,0,0,0,14,11,0,0,45,1,0,0,0,1,0,0,0,1,0,0,15.58,1,1
48,0,0,1,13,29,138635,0,40,1,0,0,0,1,0,0,0,0,0,0,10,1,1
57,0,1,0,16,35,69893,0,60,1,1,0,0,1,0,0,0,0,0,0,41.03,1,0
39,1,0,0,16,17,2229,0,48,1,1,0,0,1,0,2,0,0,0,1,22.45,1,0
55,0,0,1,12,37,0,1,41,1,0,0,0,1,0,1,0,0,0,0,64,1,1
72,0,0,0,21,45,14962,0,40,1,1,0,1,1,0,0,0,0,0,0,48.08,1,1
53,0,0,0,13,34,48187,0,43,0,1,0,0,1,0,2,0,0,0,0,27.41,1,1
39,0,0,0,13,20,30000,0,40,0,1,0,0,1,0,3,0,0,0,0,17.5,1,1
38,0,0,0,12,20,35000,1,49,0,1,0,0,1,0,3,0,0,0,0,14.92,1,1
27,0,0,0,16,5,85000,0,40,1,1,0,0,1,0,0,0,0,0,0,29.8,1,1
28,0,0,0,18,4,57500,1,45,1,1,0,0,1,0,0,0,0,0,0,36.33,1,1
48,0,0,0,13,29,55662,0,40,1,1,0,0,1,0,0,0,0,0,0,28.85,1,1
50,0,0,0,12,32,50662,1,40,1,1,0,0,1,0,0,0,0,0,0,31.25,1,1
30,0,0,0,14,10,5000,0,40,1,1,0,0,1,0,1,0,0,0,0,31.25,1,1
30,0,0,0,16,8,47600,1,40,1,1,0,0,1,0,1,0,0,0,1,14.9,1,1
61,0,0,0,21,34,45449,0,40,1,1,0,0,1,0,0,0,0,0,0,29.8,1,1
59,0,0,0,13,40,78189,1,40,1,1,0,0,1,0,0,0,0,0,0,20.2,1,1
49,0,0,0,16,27,14230,0,60,1,1,0,0,1,0,4,0,0,0,0,24.03,1,1
41,0,0,0,16,19,8330,0,60,1,1,0,0,1,0,2,0,0,0,0,23.07,1,1
33,0,0,1,5,22,0,0,38,0,0,0,0,1,0,2,0,0,0,0,13,1,1
25,0,0,0,11,8,0,1,40,0,0,0,0,1,0,0,0,1,0,0,8,1,1
33,0,0,1,12,15,0,0,40,0,0,0,0,1,0,1,0,0,0,0,15,1,1
33,0,0,0,16,11,0,0,38,1,1,0,0,1,0,2,0,0,0,0,75.92,1,1
44,0,0,0,9,29,0,0,40,0,0,0,0,1,0,0,0,1,0,0,17,1,1
62,0,0,1,13,43,0,0,40,1,0,0,0,1,0,0,0,0,0,0,17.03,1,1
35,0,0,0,12,17,0,0,40,1,1,0,0,1,0,7,0,0,0,0,10,1,1
45,0,0,0,16,23,64232,1,50,1,1,0,0,1,0,2,0,0,0,0,20,1,1
48,0,0,0,12,30,36232,0,40,1,1,0,0,1,0,2,0,0,0,0,10,1,1
44,0,0,0,13,25,10923,0,42,1,1,0,0,1,0,2,0,0,0,0,20,1,1
54,0,0,0,12,36,13673,0,40,1,1,0,0,1,0,4,0,0,0,0,15.25,1,1
43,0,0,0,12,25,0,1,40,1,0,0,0,1,0,1,0,1,0,1,26.45,1,1
30,0,0,0,12,12,0,0,45,0,0,0,0,1,0,2,0,1,0,0,11,1,1
33,0,0,0,12,15,66225,1,40,1,1,0,0,1,0,2,0,0,0,0,18.27,1,1
35,0,0,0,20,9,39017,0,40,1,1,0,0,1,0,2,0,0,0,0,25.38,1,1
53,0,0,0,13,34,42000,0,60,1,1,0,0,1,0,1,0,0,0,0,26.65,1,1
65,0,0,0,13,46,1803,0,40,1,1,0,0,1,0,0,0,0,0,0,12.5,1,1
39,0,0,0,16,17,25150,1,40,1,1,0,0,1,0,2,0,0,0,0,20,1,1
56,0,0,1,12,38,0,0,40,1,0,0,0,1,0,0,0,0,0,0,17.5,1,1
33,0,0,0,12,15,5584,0,40,0,1,0,0,1,0,5,0,0,0,0,22,1,1
48,0,0,0,13,29,17000,0,60,1,1,0,0,1,0,0,0,0,0,0,14,1,1
46,0,0,0,13,27,31000,1,50,1,1,0,0,1,0,0,0,0,0,1,14,1,1
37,0,0,0,16,15,2000,1,40,1,1,0,0,1,0,4,0,0,0,0,25.48,1,1
57,0,0,0,13,38,107020,1,40,1,1,0,0,1,0,1,0,0,0,0,26.5,1,1
56,0,0,0,16,34,92020,0,40,1,1,0,0,1,0,1,0,0,0,0,35,1,1
27,0,0,0,16,5,135020,0,40,0,0,0,0,1,0,0,0,1,0,0,12,1,1
26,0,0,0,14,6,65000,1,36,1,1,0,0,0,0,0,0,0,0,0,25.09,1,1
26,0,0,0,14,6,15000,0,48,1,1,0,0,0,0,0,0,0,0,0,25.25,1,1
27,0,0,0,14,7,28000,0,40,0,1,0,0,0,0,1,0,0,0,0,30,1,1
42,0,0,0,13,23,9301,0,44,1,1,0,0,0,0,2,0,0,0,0,29.9,1,1
19,0,0,0,12,1,70006,0,40,1,0,0,0,0,0,0,0,1,0,0,11.9,1,1
42,0,0,0,13,23,4918,0,40,0,1,0,0,0,0,1,0,0,0,0,40.88,1,1
21,0,0,0,12,3,38400,1,14,1,0,0,0,0,0,0,0,1,0,0,8,1,1
44,0,0,1,16,22,0,1,55,1,0,0,0,0,0,0,0,0,0,0,17.62,1,1
53,0,0,0,18,29,87070,1,40,1,1,0,0,0,0,0,0,0,0,1,29.17,1,1
55,0,0,0,12,37,46370,0,40,1,1,0,0,0,0,0,0,0,0,0,22,1,1
45,0,0,0,12,27,30016,0,40,1,1,0,0,0,0,1,0,0,0,0,24.02,1,1
47,0,0,0,12,29,25000,1,40,1,1,0,0,0,0,1,0,0,0,0,18.25,1,1
23,0,0,0,12,5,0,0,40,1,0,0,0,0,0,0,0,1,0,0,14.43,1,1
35,0,0,0,16,13,0,0,40,1,0,0,0,0,0,0,0,1,0,0,18.45,1,1
54,0,0,0,12,36,0,0,40,1,1,0,0,0,0,0,0,0,0,1,57.7,1,1
26,0,0,0,13,7,130002,1,40,1,1,0,0,0,0,0,0,0,0,0,14,1,1
27,0,0,0,13,8,30002,0,65,1,1,0,0,0,0,0,0,0,0,0,32,1,1
27,0,0,0,16,5,67200,1,40,1,1,0,0,0,0,1,0,0,0,0,27.11,1,1
30,0,0,0,14,10,69200,0,40,1,1,0,0,0,0,1,0,0,0,0,24.23,1,1
66,0,0,0,18,42,41418,0,50,1,1,0,1,0,0,0,0,0,0,0,20,1,1
46,0,0,0,12,28,50000,1,40,1,1,0,0,0,0,1,0,0,0,0,18,1,1
42,0,0,0,13,23,30313,0,40,1,1,0,0,0,0,1,0,0,0,0,22,1,1
54,0,0,0,12,36,27158,1,35,0,1,0,0,0,0,1,0,0,0,0,11.89,1,1
36,0,0,0,12,18,14400,0,50,1,1,0,0,0,0,1,0,0,0,0,17.25,1,1
48,0,0,0,11,31,22000,1,40,1,1,0,0,0,0,1,0,0,0,0,7.55,1,1
64,0,0,0,13,45,6863,0,50,1,1,0,0,0,0,0,0,0,0,0,28,1,1
48,0,0,0,12,30,0,0,40,0,0,0,0,0,0,0,0,1,0,0,24.02,1,1
52,0,0,0,12,34,33252,0,40,1,1,0,0,0,0,2,0,0,0,0,28.13,1,1
42,0,0,0,12,24,0,0,55,1,1,0,0,0,0,3,0,0,0,0,15,1,1
32,0,0,0,12,14,0,0,48,1,1,0,0,0,0,4,0,0,0,0,28,1,1
28,0,0,0,9,13,2100,0,45,1,1,0,0,0,0,4,0,0,0,0,21,1,1
47,0,0,1,12,29,0,0,40,1,0,0,0,0,0,0,0,0,0,0,15,1,1
26,0,0,0,11,9,0,0,40,0,0,0,0,0,0,0,0,1,0,0,9,1,1
24,0,0,0,12,6,20000,0,80,1,1,0,0,0,0,0,0,0,0,0,36.06,1,1
63,0,0,0,13,44,38000,0,40,1,1,0,0,1,0,0,0,0,0,0,23.08,1,1
62,0,0,0,12,44,48000,1,40,1,1,0,0,1,0,0,0,0,0,0,18.27,1,1
47,0,0,1,16,25,0,0,40,1,0,0,0,1,0,0,0,0,0,1,29,1,1
53,0,0,0,13,34,118484,1,40,1,1,0,0,1,0,2,0,0,0,0,37,1,1
55,0,0,0,14,35,105484,0,48,1,1,0,0,1,0,2,0,0,0,1,27,1,1
33,0,0,0,12,15,0,0,45,1,0,0,0,1,0,1,0,1,0,0,35.5,1,1
52,0,0,1,16,30,22719,1,40,1,0,0,0,1,0,2,0,0,0,0,19.02,1,1
42,0,0,0,16,20,88019,1,45,1,1,0,0,1,0,3,0,0,0,0,32.49,1,1
42,0,0,0,16,20,60019,0,52,1,1,0,0,1,0,3,0,0,0,0,20.71,1,1
55,0,0,1,14,35,0,0,52,1,0,0,0,1,0,0,0,0,0,0,15.38,1,1
49,0,0,0,13,30,0,0,40,1,1,0,0,1,0,2,0,0,0,0,33.65,1,1
60,0,0,1,12,42,0,1,40,0,0,0,0,1,0,0,0,0,0,0,12.5,1,1
23,0,0,0,12,5,0,0,40,0,0,0,0,1,0,0,0,1,0,0,21.5,1,1
49,0,0,0,13,30,7400,0,65,0,1,0,0,1,0,2,0,0,0,0,27,1,1
44,0,0,0,12,26,0,0,52,0,0,0,0,1,0,0,0,1,0,0,15,1,1
44,0,0,0,14,24,0,0,45,1,0,0,0,1,0,0,0,1,0,0,37.15,1,1
49,0,0,1,12,31,0,0,52,1,0,0,0,1,0,2,0,0,0,0,36.98,1,1
43,0,0,0,14,23,0,0,40,0,0,0,0,1,0,0,0,1,0,0,10,1,1
25,0,0,0,16,3,0,1,60,1,0,0,0,1,0,0,0,1,0,1,28.85,1,1
48,0,0,0,13,29,25000,0,40,1,1,0,0,1,0,0,0,0,0,1,41,1,1
53,0,0,0,21,26,12512,0,40,1,1,0,0,1,0,0,0,0,0,0,72.13,1,1
48,0,0,0,16,26,59800,0,40,1,1,0,0,1,0,2,0,0,0,0,9.63,1,1
42,0,0,0,14,22,65600,1,40,1,1,0,0,1,0,2,0,0,0,0,27.88,1,1
52,0,0,0,16,30,91025,1,40,1,1,0,0,1,0,0,0,0,0,1,39.7,1,1
53,0,0,0,16,31,81000,0,35,1,1,0,0,1,0,0,0,0,0,1,50,1,1
27,0,1,0,13,8,65050,0,30,1,0,0,1,1,0,0,0,1,0,0,56.9,1,0
19,0,0,0,10,3,27872,1,0,0,0,1,0,1,0,0,0,1,0,0,10.35,1,1
63,0,0,0,13,44,125597,1,40,1,1,0,0,1,0,0,0,0,0,0,18.44,1,1
45,0,0,1,9,30,17280,0,40,0,0,0,0,1,0,1,0,0,0,0,17,1,1
20,0,0,0,12,2,35360,0,40,1,0,0,0,1,0,0,0,1,0,0,12,1,1
34,0,0,0,16,12,52017,1,40,1,1,0,0,1,0,3,0,0,0,0,27.51,1,1
34,0,0,0,16,12,28017,0,40,1,1,0,0,1,0,3,0,0,0,0,25.95,1,1
19,0,0,0,13,0,0,0,35,1,0,0,0,1,0,0,0,1,0,0,10,1,1
21,0,0,0,13,2,0,0,40,1,0,0,0,1,0,0,0,1,0,0,11.5,1,1
31,0,0,0,16,9,0,1,56,1,0,0,0,1,0,0,0,1,0,0,15,1,1
48,0,0,1,13,29,0,0,50,1,0,0,0,1,0,1,0,0,0,1,27,1,1
62,0,0,0,5,51,44000,0,40,1,1,1,0,1,0,0,0,0,0,1,16,1,1
56,0,0,0,12,38,44000,1,40,1,1,1,0,1,0,0,0,0,0,1,14.9,1,1
45,0,0,0,14,25,12000,1,35,1,1,1,0,1,0,2,0,0,0,0,82.43,1,1
63,0,0,0,13,44,0,0,40,0,1,0,0,0,0,0,0,0,0,0,44.22,1,1
24,0,0,0,12,6,0,0,40,1,0,0,0,0,0,1,0,1,0,1,38.05,1,1
74,0,0,1,14,54,0,0,40,1,0,0,1,0,0,0,0,0,0,0,18.4,1,1
47,0,0,0,14,27,130016,1,72,1,1,0,0,0,0,0,0,0,0,0,11.54,1,1
57,0,0,0,12,39,11000,0,37,0,1,1,0,0,0,0,0,0,0,0,7.25,1,1
29,0,0,0,12,11,45000,0,42,1,1,0,0,0,0,3,0,0,0,0,26.93,1,1
26,0,0,0,12,8,47500,1,42,1,1,0,0,0,0,3,0,0,0,0,20.5,1,1
59,0,0,0,12,41,8927,0,40,1,1,0,0,0,0,0,0,0,0,0,35,1,1
45,0,0,0,16,23,61500,1,40,1,1,0,0,0,0,2,0,0,0,0,31.25,1,1
37,0,0,0,12,19,43000,0,52,1,1,0,0,0,0,2,0,0,0,0,23,1,1
37,0,0,0,16,15,63000,1,40,1,1,0,0,0,0,2,0,0,0,0,20.67,1,1
60,0,0,0,12,42,128330,0,44,1,1,0,0,0,0,0,0,0,0,0,32,1,1
59,0,0,0,18,35,67325,1,45,1,1,0,0,0,0,0,0,0,0,0,54.71,1,1
33,0,0,0,14,13,43650,0,50,1,1,0,0,0,0,4,0,0,0,0,31.5,1,1
33,0,0,0,14,13,94050,1,40,1,1,0,0,0,0,4,0,0,0,0,19,1,1
28,0,0,0,12,10,0,0,42,1,0,0,0,0,0,0,0,1,0,0,26.24,1,1
57,0,0,0,14,37,0,1,42,1,1,1,0,0,0,0,0,0,0,0,25,1,1
42,0,0,0,14,22,18200,0,50,1,1,0,0,0,0,2,0,0,0,0,23.08,1,1
25,1,0,0,16,3,0,0,40,1,0,0,0,0,0,0,0,1,0,0,17,1,0
25,0,0,0,18,1,0,1,40,1,0,0,0,0,0,0,0,1,0,0,10.38,1,1
45,0,0,0,18,21,0,0,40,1,0,0,0,0,0,0,0,1,0,0,41.67,1,1
55,0,0,0,13,36,34797,1,40,1,1,0,0,0,0,0,0,0,0,0,21.63,1,1
52,0,0,0,13,33,5002,0,40,1,1,0,0,0,0,0,0,0,0,0,12.68,1,1
57,0,0,0,13,38,56800,1,40,1,1,0,0,0,0,1,0,0,0,0,14.67,1,1
65,0,0,0,14,45,35800,0,35,1,1,0,0,0,0,1,0,0,0,0,25,1,1
42,0,0,0,12,24,14240,0,80,1,1,0,0,0,0,3,0,0,0,0,36.06,1,1
60,0,0,0,12,42,0,0,40,0,0,0,0,0,0,0,0,1,0,0,27.88,1,1
20,0,0,0,12,2,9000,0,40,0,0,0,0,0,0,1,0,1,0,0,12,1,1
21,0,0,0,12,3,0,1,40,0,0,0,0,0,0,0,0,1,0,0,9.5,1,1
58,0,0,0,12,40,24709,0,60,1,1,0,0,0,0,0,0,0,0,0,17.62,1,1
53,0,0,0,12,35,33620,0,40,1,1,0,0,0,0,1,0,0,0,0,25,1,1
47,0,0,0,13,28,60020,1,40,1,1,0,0,0,0,1,0,0,0,0,11.25,1,1
24,0,0,0,13,5,69620,1,40,1,0,0,0,0,0,0,0,1,0,0,12,1,1
47,0,0,1,14,27,20,1,40,1,0,0,0,0,0,1,0,0,0,0,29.8,1,1
35,0,0,0,13,16,10,0,40,1,1,0,0,0,0,2,0,0,0,0,30.4,1,1
24,0,0,0,12,6,99067,0,40,1,0,0,0,0,0,0,0,1,0,1,12,1,1
47,0,0,1,12,29,30000,0,40,1,0,0,0,0,0,0,0,0,0,0,12.17,1,1
55,0,0,0,16,33,0,0,40,1,0,0,0,0,0,0,0,1,0,0,38.45,1,1
45,0,0,0,16,23,90054,0,60,1,0,0,0,0,0,0,0,1,0,0,23.07,1,1
31,0,0,0,16,9,23045,1,40,1,1,0,0,0,0,2,0,0,0,0,17.3,1,1
32,0,0,0,13,13,30047,0,40,1,1,0,0,0,0,2,0,0,0,0,20,1,1
27,0,0,0,12,9,65000,0,40,0,1,0,0,0,0,1,0,0,0,0,23.08,1,1
28,0,0,0,18,4,51800,1,50,1,1,0,0,0,0,1,0,0,0,0,18.46,1,1
37,0,0,0,12,19,0,0,42,1,0,0,0,0,0,0,0,1,0,0,30,1,1
62,0,0,0,13,43,75399,1,45,0,1,0,0,0,0,0,0,0,0,0,7.75,1,1
48,0,0,0,21,21,60000,0,55,1,1,0,0,0,0,3,0,0,0,0,26.22,1,1
56,0,0,0,16,34,70000,0,45,1,1,0,0,0,0,0,0,0,0,0,27.78,1,1
53,0,0,0,18,29,65000,1,45,1,1,0,0,0,0,0,0,0,0,0,29.91,1,1
42,0,0,0,13,23,0,0,40,0,0,0,0,0,0,0,0,1,0,0,10,1,1
24,0,0,0,14,4,23000,1,40,1,1,0,0,0,0,0,0,0,0,0,11,1,1
24,0,0,0,13,5,36000,0,35,1,1,0,0,0,0,0,0,0,0,0,7.6,1,1
55,0,0,0,13,36,32700,1,40,1,1,0,0,0,0,0,0,0,0,0,23,1,1
46,1,0,0,18,22,24700,0,40,0,1,1,0,1,0,2,0,0,0,0,9.5,1,0
40,1,0,0,16,18,24950,1,40,0,1,1,0,1,0,2,0,0,0,0,9,1,0
29,0,0,0,16,7,0,0,48,1,0,0,0,1,0,0,0,1,0,0,29.1,1,1
50,0,0,0,16,28,60303,0,40,1,1,0,0,1,0,0,0,0,0,0,21.8,1,1
50,0,0,0,12,32,24303,1,40,1,1,0,0,1,0,0,0,0,0,0,24.05,1,1
48,0,0,0,16,26,0,0,40,1,0,0,0,1,0,1,0,1,0,0,72.13,1,1
50,0,0,0,5,39,8064,0,40,0,1,0,0,1,0,0,0,0,0,0,12,1,1
42,0,0,0,21,15,30800,0,65,1,1,0,0,1,0,0,0,0,0,0,43.49,1,1
37,0,0,1,21,10,0,1,45,0,0,0,0,1,0,0,0,0,0,0,42.73,1,1
56,0,0,0,18,32,0,0,45,1,0,0,0,1,0,0,0,1,0,0,42.73,1,1
48,0,0,0,14,28,106003,0,50,1,1,0,0,1,0,2,0,0,0,0,26.92,1,1
44,0,0,0,18,20,72003,1,45,1,1,0,0,1,0,2,0,0,0,0,44.87,1,1
56,0,1,0,13,37,9042,0,40,1,1,0,0,1,0,0,0,0,0,1,22.59,1,0
49,0,0,1,12,31,20000,1,40,1,0,0,0,1,0,1,0,0,0,0,14,1,1
50,0,0,1,18,26,0,0,40,1,0,0,0,1,0,0,0,0,0,0,59.13,1,1
41,0,0,0,16,19,0,0,56,1,1,0,0,1,0,3,0,0,0,0,19.5,1,1
43,0,0,0,16,21,6276,0,45,1,1,0,0,1,0,2,0,0,0,0,51.29,1,1
41,0,0,0,16,19,181760,1,18,1,1,0,0,1,0,2,0,0,0,0,31,1,1
42,0,0,0,16,20,118490,1,28,0,1,0,0,1,0,3,0,0,0,0,12,1,1
35,0,0,0,12,17,0,0,40,1,1,0,0,1,0,2,0,0,0,1,33.5,1,1
22,0,0,0,14,2,0,1,28,1,0,0,0,1,0,0,0,1,0,0,14.25,1,1
26,0,0,0,16,4,0,1,35,1,0,0,0,1,0,0,0,1,0,0,9.48,1,1
42,0,1,0,13,23,33134,1,40,0,0,0,0,1,0,3,0,1,0,0,14.4,1,0
74,0,1,1,13,55,0,0,50,0,0,0,1,1,0,0,0,0,0,0,8,1,0
65,0,1,0,12,47,10799,0,40,1,1,0,0,1,0,0,0,0,0,0,17,1,0
41,1,0,0,14,21,0,0,64,1,1,0,0,1,0,2,0,0,0,0,24.72,1,0
52,0,0,0,18,28,73771,0,40,1,1,0,0,1,0,3,0,0,0,0,34.07,1,1
44,0,0,0,18,20,107038,1,40,1,1,0,0,1,0,3,0,0,0,0,20.05,1,1
60,0,0,0,13,41,86426,0,40,1,1,0,0,1,0,0,0,0,0,0,26.5,1,1
60,0,0,0,16,38,59426,1,40,1,1,0,0,1,0,0,0,0,0,0,37.5,1,1
56,0,0,0,18,32,0,1,40,1,0,0,0,1,0,0,0,1,0,0,14,1,1
53,0,0,1,18,29,0,1,40,1,0,0,0,1,0,0,0,0,0,1,30.3,1,1
53,0,0,0,16,31,50,0,45,1,1,0,0,1,0,4,0,0,0,0,53.42,1,1
48,0,0,0,14,28,27016,0,65,1,1,0,0,1,0,2,0,0,0,0,24.85,1,1
53,0,0,0,16,31,46500,0,55,1,1,0,0,1,0,0,0,0,0,0,34.96,1,1
27,0,0,0,16,5,0,0,45,1,0,0,0,1,0,0,0,1,0,0,13.33,1,1
37,0,1,0,16,15,0,0,38,0,0,0,0,1,0,0,0,1,0,0,20.24,1,0
48,0,0,1,16,26,0,1,45,1,0,0,0,1,0,0,0,0,0,0,19,1,1
49,1,0,0,13,30,19100,1,40,1,1,0,0,1,0,2,0,0,0,0,12.5,1,0
44,1,0,0,13,25,20800,0,38,1,1,0,0,1,0,2,0,0,0,0,9,1,0
48,0,0,0,16,26,50002,0,45,1,1,0,0,1,0,0,0,0,0,0,49.16,1,1
47,0,0,0,16,25,115002,1,45,1,1,0,0,1,0,0,0,0,0,0,22.64,1,1
65,0,0,0,12,47,24019,1,40,1,1,0,1,1,0,1,0,0,0,0,15,1,1
37,0,0,0,12,19,50000,0,40,1,1,0,0,1,0,0,0,0,0,0,52.4,1,1
50,0,0,0,16,28,8000,1,40,1,1,0,0,1,0,3,0,0,0,0,23.08,1,1
53,0,0,0,12,35,36000,0,40,1,1,0,0,1,0,3,0,0,0,0,15,1,1
55,0,0,1,14,35,0,1,52,1,0,0,0,1,0,2,0,0,0,0,4.81,1,1
52,0,0,0,16,30,30000,0,40,1,1,0,0,1,0,2,0,0,0,0,16.83,1,1
60,0,0,0,13,41,20000,0,40,1,1,0,0,1,0,0,0,0,0,0,16.83,1,1
28,0,0,0,13,9,31200,0,40,1,1,0,0,1,0,1,0,0,0,1,16.8,1,1
43,0,0,0,16,21,45050,0,40,1,1,0,0,1,0,3,0,0,0,0,34.63,1,1
31,0,0,0,18,7,72050,1,2,1,1,0,0,1,0,3,0,0,0,0,432.5,1,1
