Rank	Time	Wind	Name	Country	Birthdate	City	Date
930	9.99	+1.6	Mark Jelks	USA	10.04.84	Eugene	28.06.2008
930	9.99	-0.1	Churandy Martina	AHO	03.07.84	Beijing	15.08.2008
930	9.99	0.0	Richard Thompson	TTO	07.06.85	Beijing	15.08.2008
930	9.99	-0.5	Walter Dix	USA	31.01.86	Z&uuml;rich	29.08.2008
930	9.99	-0.3	Daniel Bailey	ANT	09.09.86	Bel&eacute;m	24.05.2009
930	9.99	+0.4	Lerone Clarke	JAM	12.06.81	Z&uuml;rich	28.08.2009
930	9.99	-1.5	Asafa Powell	JAM	23.11.82	Rieti	06.09.2009
930	9.99	+1.1	Dwain Chambers	GBR	05.04.78	Bergen	19.06.2010
930	9.99	+1.1	Mario Forsythe	JAM	30.10.85	Rieti	29.08.2010
930	9.99	+2.0	Travis Padgett	USA	13.12.86	Clermont	21.05.2011
930	9.99	+1.3	Mike Rodgers	USA	24.04.85	Eugene	24.06.2011
930	9.99	+1.0	Nesta Carter	JAM	11.10.85	Lausanne	30.06.2011
