id,time,cohort,knowledge,theories,biasworry,strategy,strat_know,strat_efficacy,strat_mot,centrality,respect,rank,gender_d,race_white,race_black,education_ba,yearsworked,frequency_black,frequency_hispanic,frequency_asian,frequency_gay,frequency_trans,facilduo_gender,facilduo_race,facilduo_le,facilduo_relatedle,facilduo_relatedle_nole,attendance,substitution,perspective,mindful
s6625,1,2,1,7,1,0,NA,NA,NA,1,1,0,1,1,0,1,12,5,5,5,5,5,mf,bw,0,0,0,53,0,0,0
s6625,2,2,1,7,1,0,1,1,1,1,1,0,1,1,0,1,12,5,5,5,5,5,mf,bw,0,0,0,53,0,0,0
s3993,1,2,1,7,1,6,NA,NA,NA,1,1,0,1,NA,NA,1,21,5,5,3,3,3,mm,bw,0,1,1,45,6,6,6
s3993,2,2,7,1,7,6,5,5,5,1,1,0,1,NA,NA,1,21,5,5,3,3,3,mm,bw,0,1,1,45,6,6,6
s4033,1,2,4,4,4,0,NA,NA,NA,4,4,0,0,0,1,1,20,3,3,3,1,1,ff,bw,1,1,0,11,0,0,0
s4033,2,2,4,4,4,6,4,4,4,4,4,0,0,0,1,1,20,3,3,3,1,1,ff,bw,1,1,0,11,6,6,6
s4035,1,2,4,4,4,2.6,NA,NA,NA,4,4,NA,NA,NA,NA,NA,4,5,4,3,5,4,mm,bw,0,1,1,43,2,4,3
s4035,2,2,5,4,3,3,4,3,3,4,4,NA,NA,NA,NA,NA,4,5,4,3,5,4,mm,bw,0,1,1,43,3,3,3
s4075,1,2,1,7,1,1,NA,NA,NA,4.666666666666667,6,0,NA,NA,NA,1,13,4,4,3,3,1,mf,bw,0,1,1,34,0,2,1
s4075,2,2,4.666666666666667,3,5,3,4,4,4,4.666666666666667,6,0,NA,NA,NA,1,13,4,4,3,3,1,mf,bw,0,1,1,34,3,3,3
s4097,1,2,1,7,1,0,NA,NA,NA,3.3333333333333335,2.75,0,1,0,0,1,17,4,4,1,3,1,ff,bw,0,1,1,26,0,0,0
s4097,2,2,3.3333333333333335,6,1,3.2,3,3,3,3.3333333333333335,2.75,0,1,0,0,1,17,4,4,1,3,1,ff,bw,0,1,1,26,2,2,6
s4301,1,2,1,7,1,6,NA,NA,NA,5.666666666666667,4,NA,NA,NA,NA,NA,13,3,3,3,3,3,mm,bw,0,1,1,49,6,6,6
s4301,2,2,2.6666666666666665,4,4,6,4,4,4,5.666666666666667,4,NA,NA,NA,NA,NA,13,3,3,3,3,3,mm,bw,0,1,1,49,6,6,6
s4360,1,2,4,2,2,6,NA,NA,NA,6.666666666666667,6.75,NA,NA,NA,NA,1,18,4,4,4,3,3,ff,bw,0,1,1,50,6,6,6
s4360,2,2,4,4,4,5.4,4,4,4,6.666666666666667,6.75,NA,NA,NA,NA,1,18,4,4,4,3,3,ff,bw,0,1,1,50,3,6,6
s4398,1,2,2,5,2,2.4,NA,NA,NA,3.6666666666666665,6.25,0,1,1,0,0,3,5,3,3,5,3,ff,bw,0,1,1,56,0,6,6
s4398,2,2,3,3,1,3.6,4,3,5,3.6666666666666665,6.25,0,1,1,0,0,3,5,3,3,5,3,ff,bw,0,1,1,56,6,6,6
s4410,1,2,2,7,1,3.4,NA,NA,NA,7,4,0,1,0,0,0,25,5,5,3,3,2,ff,bw,0,1,1,26,4,5,4
s4410,2,2,3,4,1,1.8,5,5,5,7,4,0,1,0,0,0,25,5,5,3,3,2,ff,bw,0,1,1,26,1,1,2
s4790,1,2,4,5,3,1.2,NA,NA,NA,4.333333333333333,5,0,1,1,0,1,25,4,4,4,3,3,mf,bw,0,0,0,52,0,2,4
s4790,2,2,4.666666666666667,3.5,4.4,2.8,5,5,3,4.333333333333333,5,0,1,1,0,1,25,4,4,4,3,3,mf,bw,0,0,0,52,2,4,6
s4897,1,2,1,4,1,6,NA,NA,NA,4,4,0,0,0,1,0,1,5,3,2,3,3,mf,ww,0,0,0,47,6,6,6
s4897,2,2,4.333333333333333,3,1,6,4,3,3,4,4,0,0,0,1,0,1,5,3,2,3,3,mf,ww,0,0,0,47,6,6,6
s4946,1,2,1.3333333333333333,7,1,0.2,NA,NA,NA,4,7,NA,NA,0,0,0,3,5,5,3,5,3,mf,bw,0,1,1,31,0,1,0
s4946,2,2,2.3333333333333335,7,1,4.6,5,5,5,4,7,NA,NA,0,0,0,3,5,5,3,5,3,mf,bw,0,1,1,31,0,5,6
s5163,1,2,4,3,4,0,NA,NA,NA,4.333333333333333,5,0,1,NA,NA,1,20,4,4,3,4,0,NA,NA,NA,NA,NA,NA,0,0,0
s5163,2,2,3.6666666666666665,3.5,3,3,3,3,3,4.333333333333333,5,0,1,NA,NA,1,20,4,4,3,4,0,NA,NA,NA,NA,NA,NA,3,3,3
s5289,1,2,2,7,1,0.6,NA,NA,NA,6.333333333333333,4,0,0,0,0,1,3,3,3,3,3,3,mf,bw,0,0,0,11,0,0,1
s5289,2,2,3,7,1,1.4,5,5,5,6.333333333333333,4,0,0,0,0,1,3,3,3,3,3,3,mf,bw,0,0,0,11,0,1,0
s5444,1,2,7,1,6,1.2,NA,NA,NA,3.6666666666666665,5.75,0,1,0,1,1,24,5,5,1,3,0,mm,bw,0,1,1,45,0,3,3
s5444,2,2,2,6,2,0,2,2,2,3.6666666666666665,5.75,0,1,0,1,1,24,5,5,1,3,0,mm,bw,0,1,1,45,0,0,0
s5656,1,2,1,6,1,4.8,NA,NA,NA,4.666666666666667,5,0,1,0,0,0,3,4,3,2,3,2,mm,bw,0,1,1,49,0,6,6
s5656,2,2,3,5,1,4,4,4,4,4.666666666666667,5,0,1,0,0,0,3,4,3,2,3,2,mm,bw,0,1,1,49,4,4,4
s5669,1,2,4,4,4,3.4,NA,NA,NA,4,4,0,NA,NA,NA,NA,3,5,5,4,3,2,mf,bw,0,1,1,50,2,4,4
s5669,2,2,4,4,4,6,3,3,3,4,4,0,NA,NA,NA,NA,3,5,5,4,3,2,mf,bw,0,1,1,50,6,6,6
s5847,1,2,1,7,1,0.8,NA,NA,NA,1,4.25,0,1,0,0,0,5,5,3,1,3,3,mf,bw,0,1,1,31,0,4,0
s5847,2,2,4,2.5,4,5.8,4,3,4,1,4.25,0,1,0,0,0,5,5,3,1,3,3,mf,bw,0,1,1,31,6,6,5
s5854,1,2,2.6666666666666665,4,1,3,NA,NA,NA,7,6,NA,NA,NA,NA,NA,22,4,4,4,4,4,mf,ww,0,0,0,9,3,3,3
s5854,2,2,2,4,1,2.6,4,4,3,7,6,NA,NA,NA,NA,NA,22,4,4,4,4,4,mf,ww,0,0,0,9,3,2,3
s5870,1,2,1,7,1,0,NA,NA,NA,4,5.5,NA,0,NA,NA,1,16,4,3,3,4,3,mm,bw,0,1,1,53,0,0,0
s5870,2,2,3,7,1,2,5,4,3,4,5.5,NA,0,NA,NA,1,16,4,3,3,4,3,mm,bw,0,1,1,53,1,1,2
s5946,1,2,2,4.5,1.2,0,NA,NA,NA,7,6,0,1,1,0,0,11,5,2,1,2,2,mm,bw,0,1,1,43,0,0,0
s5946,2,2,4,3.5,1,0.8,4,3,4,7,6,0,1,1,0,0,11,5,2,1,2,2,mm,bw,0,1,1,43,0,1,1
s6473,1,2,5,4,1,2,NA,NA,NA,5.666666666666667,6,0,1,0,0,1,19,5,5,5,4,3,mf,bw,0,0,0,48,0,5,5
s6473,2,2,5,4.5,2.4,5.2,4,4,5,5.666666666666667,6,0,1,0,0,1,19,5,5,5,4,3,mf,bw,0,0,0,48,6,4,5
s3989,1,2,2.3333333333333335,4,1,3.2,NA,NA,NA,4.333333333333333,4.5,1,1,1,0,0,27,5,5,3,3,2,NA,NA,0,0,0,30,3,3,4
s3989,2,2,5,7,4,6,5,3,4,4.333333333333333,4.5,1,1,1,0,0,27,5,5,3,3,2,NA,NA,0,0,0,30,6,6,6
s4108,1,2,4,4,4,0,NA,NA,NA,4,4,NA,NA,NA,NA,NA,0,3,3,3,3,3,mf,ww,0,0,0,14,0,0,0
s4108,2,2,7,1,1,0,3,3,3,4,4,NA,NA,NA,NA,NA,0,3,3,3,3,3,mf,ww,0,0,0,14,0,0,0
s4179,1,2,2,7,1,2.4,NA,NA,NA,2.3333333333333335,5.5,1,NA,NA,NA,1,30,4,4,4,4,1,mf,bw,0,1,1,50,0,0,6
s4179,2,2,1.3333333333333333,3,1,0,1,1,1,2.3333333333333335,5.5,1,NA,NA,NA,1,30,4,4,4,4,1,mf,bw,0,1,1,50,0,0,0
s4447,1,2,1,7,1,0,NA,NA,NA,4,1,0,1,1,0,1,14,2,2,2,2,2,mm,bw,0,1,1,35,0,0,0
s4447,2,2,1,7,1,3,5,5,5,4,1,0,1,1,0,1,14,2,2,2,2,2,mm,bw,0,1,1,35,3,3,3
s4732,1,2,1,4,4,5,NA,NA,NA,4,4,0,1,0,1,0,16,4,4,3,3,3,mm,bw,0,1,1,45,5,5,5
s4732,2,2,3.3333333333333335,6,1,6,5,5,5,4,4,0,1,0,1,0,16,4,4,3,3,3,mm,bw,0,1,1,45,6,6,6
s4741,1,2,1.6666666666666667,5,5,1,NA,NA,NA,2.6666666666666665,5.75,NA,NA,NA,NA,0,29,4,4,4,3,3,mf,bw,0,0,0,52,0,3,1
s4741,2,2,4,4,4,1,3,3,3,2.6666666666666665,5.75,NA,NA,NA,NA,0,29,4,4,4,3,3,mf,bw,0,0,0,52,1,1,1
s5032,1,2,1,5.5,1,0,NA,NA,NA,4,4,0,NA,NA,NA,NA,3,4,3,2,3,3,ff,bw,0,1,1,56,0,0,0
s5032,2,2,5,5,4,4,3,3,3,4,4,0,NA,NA,NA,NA,3,4,3,2,3,3,ff,bw,0,1,1,56,4,4,4
s5410,1,2,1,7,1,2.6,NA,NA,NA,5.666666666666667,3.75,0,1,1,0,0,28,4,4,4,2,2,mm,bw,0,1,1,33,3,4,3
s5410,2,2,1,7,1,2.2,3,3,2,5.666666666666667,3.75,0,1,1,0,0,28,4,4,4,2,2,mm,bw,0,1,1,33,4,4,3
s5578,1,2,2.6666666666666665,5,1.4,0.6,NA,NA,NA,2.3333333333333335,3,0,0,0,1,1,25,3,2,0,1,1,mf,bw,0,0,0,52,0,0,3
s5578,2,2,2.6666666666666665,3.5,1.2,0.8,5,5,4,2.3333333333333335,3,0,0,0,1,1,25,3,2,0,1,1,mf,bw,0,0,0,52,0,2,2
s5947,1,2,1.3333333333333333,6,1,3.2,NA,NA,NA,4,4.25,0,1,NA,NA,NA,3,4,4,4,3,2,mf,ww,0,0,0,9,0,4,6
s5947,2,2,5,5,3,0,1,1,1,4,4.25,0,1,NA,NA,NA,3,4,4,4,3,2,mf,ww,0,0,0,9,0,0,0
s6258,1,2,1,7,1,0,NA,NA,NA,4.666666666666667,4,0,NA,NA,NA,NA,23,5,5,5,5,5,mf,bw,0,0,0,54,0,0,0
s6258,2,2,2,5,2,6,3,3,3,4.666666666666667,4,0,NA,NA,NA,NA,23,5,5,5,5,5,mf,bw,0,0,0,54,6,6,6
s6401,1,2,1,5,1,1.2,NA,NA,NA,4,2.25,0,0,0,0,1,14,5,5,3,5,1,ff,bw,0,1,1,50,0,2,1
s6401,2,2,4,4,4,0,3,3,3,4,2.25,0,0,0,0,1,14,5,5,3,5,1,ff,bw,0,1,1,50,0,0,0
s6514,1,2,1,3,1,3.4,NA,NA,NA,5.666666666666667,5.5,1,1,NA,NA,1,29,5,5,3,5,2,mm,bw,0,1,1,53,0,3,5
s6514,2,2,2.6666666666666665,5.5,4,6,5,5,5,5.666666666666667,5.5,1,1,NA,NA,1,29,5,5,3,5,2,mm,bw,0,1,1,53,6,6,6
s4013,1,2,1,7,1,0.4,NA,NA,NA,5.666666666666667,5.25,1,NA,NA,NA,1,27,4,4,3,3,3,ff,bw,1,1,0,49,0,1,1
s4013,2,2,2,6,1,2,5,3,3,5.666666666666667,5.25,1,NA,NA,NA,1,27,4,4,3,3,3,ff,bw,1,1,0,49,0,2,6
s4036,1,2,1.3333333333333333,3.5,1,2.4,NA,NA,NA,4.333333333333333,4,0,1,0,1,1,16,4,4,4,4,3,mf,bw,0,1,1,50,3,6,0
s4036,2,2,6,6,1.6,4.8,5,4,4,4.333333333333333,4,0,1,0,1,1,16,4,4,4,4,3,mf,bw,0,1,1,50,6,6,6
s4058,1,2,3,5,4,1.2,NA,NA,NA,4,6,0,1,0,0,0,15,4,4,2,2,1,mf,bw,0,1,1,47,0,0,6
s4058,2,2,4,5,4,3.8,3,3,3,4,6,0,1,0,0,0,15,4,4,2,2,1,mf,bw,0,1,1,47,5,5,5
s4091,1,2,2,6,1,0,NA,NA,NA,7,4,0,NA,NA,NA,NA,3,5,5,5,5,5,mm,bw,0,1,1,49,0,0,0
s4091,2,2,2.3333333333333335,6,2,4.8,4,4,4,7,4,0,NA,NA,NA,NA,3,5,5,5,5,5,mm,bw,0,1,1,49,0,6,6
s4264,1,2,1,4,1,5.8,NA,NA,NA,1,6.5,0,1,0,1,1,2,5,5,5,5,0,ff,bw,1,1,0,37,5,6,6
s4264,2,2,1,5.5,1,6,5,5,5,1,6.5,0,1,0,1,1,2,5,5,5,5,0,ff,bw,1,1,0,37,6,6,6
s4295,1,2,2,6.5,3.2,1.8,NA,NA,NA,5,3.5,1,1,1,0,1,24,4,4,2,3,3,mf,bw,0,0,0,51,0,0,4
s4295,2,2,4.666666666666667,4,5,3,4,4,4,5,3.5,1,1,1,0,1,24,4,4,2,3,3,mf,bw,0,0,0,51,3,3,3
s4300,1,2,4.666666666666667,2,1.2,3.6,NA,NA,NA,2,7,0,0,0,1,0,3,5,2,1,4,3,NA,NA,NA,NA,NA,NA,0,6,6
s4300,2,2,4,4,4,2.2,3,3,3,2,7,0,0,0,1,0,3,5,2,1,4,3,NA,NA,NA,NA,NA,NA,3,2,2
s4373,1,2,5,4,5,0,NA,NA,NA,1,4.75,0,1,1,0,1,15,5,5,3,3,2,mf,bw,0,1,1,11,0,0,0
s4373,2,2,4,4,4,0,3,3,3,1,4.75,0,1,1,0,1,15,5,5,3,3,2,mf,bw,0,1,1,11,0,0,0
s4469,1,2,4,6,2,2.4,NA,NA,NA,6,6,NA,1,0,1,1,26,4,4,2,3,2,ff,bw,0,1,1,56,2,2,3
s4469,2,2,5.333333333333333,5,4.6,4,4,4,4,6,6,NA,1,0,1,1,26,4,4,2,3,2,ff,bw,0,1,1,56,4,4,4
s4490,1,2,6.666666666666667,4.5,2.2,1.8,NA,NA,NA,5,6.75,0,1,NA,NA,1,20,5,5,4,4,4,mf,bw,0,1,1,35,0,0,6
s4490,2,2,4,3.5,4,2.2,3,3,3,5,6.75,0,1,NA,NA,1,20,5,5,4,4,4,mf,bw,0,1,1,35,0,4,3
s4551,1,2,4.333333333333333,4,4,5.2,NA,NA,NA,5,4,NA,NA,NA,NA,NA,3,5,1,1,5,5,ff,bw,0,1,1,26,2,6,6
s4551,2,2,3.3333333333333335,4,1.8,6,4,4,5,5,4,NA,NA,NA,NA,NA,3,5,1,1,5,5,ff,bw,0,1,1,26,6,6,6
s4563,1,2,2,3,1,0,NA,NA,NA,7,2,0,0,1,0,0,23,5,4,3,3,1,mm,bw,0,1,1,49,0,0,0
s4563,2,2,3.3333333333333335,4.5,1,2.8,4,3,5,7,2,0,0,1,0,0,23,5,4,3,3,1,mm,bw,0,1,1,49,3,3,3
s4589,1,2,1,3.5,1,6,NA,NA,NA,7,7,0,1,0,1,1,17,3,3,2,1,0,mm,bw,0,1,1,33,6,6,6
s4589,2,2,7,1,7,6,5,5,5,7,7,0,1,0,1,1,17,3,3,2,1,0,mm,bw,0,1,1,33,6,6,6
s4618,1,2,1,7,1,0,NA,NA,NA,2,4,NA,NA,NA,NA,1,13,3,3,3,3,3,ff,bw,0,1,1,56,0,0,0
s4618,2,2,4,3,3,2,4,4,4,2,4,NA,NA,NA,NA,1,13,3,3,3,3,3,ff,bw,0,1,1,56,2,2,2
s4781,1,2,4,4,4,1.8,NA,NA,NA,4,4,0,0,0,0,1,2,5,5,4,3,1,mm,bw,0,1,1,43,1,3,3
s4781,2,2,3,7,1.2,4.6,5,5,5,4,4,0,0,0,0,1,2,5,5,4,3,1,mm,bw,0,1,1,43,4,6,6
s4854,1,2,1,4,1,2.8,NA,NA,NA,3,6.25,0,1,0,0,1,3,5,5,3,4,3,NA,NA,NA,NA,NA,NA,3,5,6
s4854,2,2,1,1.5,1,0,1,1,1,3,6.25,0,1,0,0,1,3,5,5,3,4,3,NA,NA,NA,NA,NA,NA,0,0,0
s4961,1,2,4,4,4,0,NA,NA,NA,4,4,0,NA,NA,NA,NA,20,3,3,3,3,3,mf,bw,0,0,0,48,0,0,0
s4961,2,2,1.3333333333333333,4,1,0,2,1,1,4,4,0,NA,NA,NA,NA,20,3,3,3,3,3,mf,bw,0,0,0,48,0,0,0
s4992,1,2,3,4,3.6,1.8,NA,NA,NA,3.6666666666666665,4,0,1,1,0,0,25,4,4,1,1,1,ff,bw,0,0,0,55,2,1,2
s4992,2,2,3,4,1.8,2,1,3,3,3.6666666666666665,4,0,1,1,0,0,25,4,4,1,1,1,ff,bw,0,0,0,55,2,6,0
s5025,1,2,2,3,1,1.6,NA,NA,NA,6.333333333333333,5.75,0,1,0,1,1,34,5,4,1,1,2,mf,bw,0,1,1,56,0,4,0
s5025,2,2,5,4,7,0,3,3,3,6.333333333333333,5.75,0,1,0,1,1,34,5,4,1,1,2,mf,bw,0,1,1,56,0,0,0
s5166,1,2,1,7,1,4,NA,NA,NA,7,4,0,0,0,0,1,17,5,5,5,5,5,mm,bw,0,1,1,43,4,4,4
s5166,2,2,2.6666666666666665,4,1,2,4,3,3,7,4,0,0,0,0,1,17,5,5,5,5,5,mm,bw,0,1,1,43,2,2,2
s5285,1,2,5,4,4,2,NA,NA,NA,4,4,0,1,0,1,0,28,4,4,3,3,1,mf,bw,0,0,0,21,2,2,2
s5285,2,2,5,2,1.2,5.2,5,5,5,4,4,0,1,0,1,0,28,4,4,3,3,1,mf,bw,0,0,0,21,6,6,6
s5308,1,2,4,4,4,0,NA,NA,NA,4,4,0,1,0,0,0,4,5,3,1,2,2,mf,bw,0,0,0,54,0,0,0
s5308,2,2,4,4,4,3.2,3,3,3,4,4,0,1,0,0,0,4,5,3,1,2,2,mf,bw,0,0,0,54,3,2,3
s5309,1,2,1.6666666666666667,7,1,1.4,NA,NA,NA,2.3333333333333335,5.75,0,NA,NA,NA,1,21,4,4,3,3,2,mf,bw,0,1,1,56,0,0,2
s5309,2,2,4.666666666666667,3,1,6,4,4,5,2.3333333333333335,5.75,0,NA,NA,NA,1,21,4,4,3,3,2,mf,bw,0,1,1,56,6,6,6
s5337,1,2,1,7,1,3,NA,NA,NA,5,5,0,NA,1,0,NA,11,5,1,1,1,1,mm,bw,0,1,1,49,3,3,3
s5337,2,2,4.333333333333333,2.5,2.4,6,5,5,5,5,5,0,NA,1,0,NA,11,5,1,1,1,1,mm,bw,0,1,1,49,6,6,6
s5348,1,2,1,7,1,0,NA,NA,NA,2.3333333333333335,1.5,0,NA,NA,NA,NA,3,5,5,5,5,5,mf,bw,0,1,1,34,0,0,0
s5348,2,2,2,6,2,0.8,4,3,3,2.3333333333333335,1.5,0,NA,NA,NA,NA,3,5,5,5,5,5,mf,bw,0,1,1,34,0,1,1
s5547,1,2,1,6,1,0,NA,NA,NA,4,1,0,NA,NA,NA,1,8,4,4,4,4,3,NA,NA,NA,NA,NA,NA,0,0,0
s5547,2,2,3.3333333333333335,3,3,1,3,4,3,4,1,0,NA,NA,NA,1,8,4,4,4,4,3,NA,NA,NA,NA,NA,NA,1,1,1
s5550,1,2,4,6.5,1.4,4.6,NA,NA,NA,5.333333333333333,5.25,0,0,0,1,1,18,5,5,4,3,3,mm,bw,0,1,1,31,3,6,6
s5550,2,2,6.333333333333333,7,4.2,4.8,5,5,5,5.333333333333333,5.25,0,0,0,1,1,18,5,5,4,3,3,mm,bw,0,1,1,31,2,6,6
s5563,1,2,5,6,4,3,NA,NA,NA,1,4,0,1,0,1,1,13,4,4,4,4,3,mm,bw,0,1,1,53,0,6,3
s5563,2,2,3,6,7,4,4,4,4,1,4,0,1,0,1,1,13,4,4,4,4,3,mm,bw,0,1,1,53,4,4,4
s5583,1,2,4,3,4,1,NA,NA,NA,7,6.25,0,1,0,0,0,17,3,3,3,3,2,mf,bw,0,1,1,7,1,1,1
s5583,2,2,4.333333333333333,4,4,6,5,5,5,7,6.25,0,1,0,0,0,17,3,3,3,3,2,mf,bw,0,1,1,7,6,6,6
s5735,1,2,2.3333333333333335,6,1,0.6,NA,NA,NA,4,4.25,0,1,1,0,0,14,4,4,1,1,1,mf,bw,0,1,1,31,0,3,0
s5735,2,2,5.333333333333333,6,3.4,2.8,3,4,4,4,4.25,0,1,1,0,0,14,4,4,1,1,1,mf,bw,0,1,1,31,3,6,1
s5795,1,2,2.6666666666666665,6,1,0,NA,NA,NA,4.666666666666667,5,0,NA,NA,NA,1,14,4,4,3,3,3,mm,bw,0,1,1,53,0,0,0
s5795,2,2,4.333333333333333,4.5,4,3,4,4,4,4.666666666666667,5,0,NA,NA,NA,1,14,4,4,3,3,3,mm,bw,0,1,1,53,3,3,3
s5865,1,2,4,4,4,0,NA,NA,NA,4,4,NA,NA,NA,NA,NA,26,3,3,3,3,3,mf,bw,1,1,0,52,0,0,0
s5865,2,2,1,7,1,3,4,4,4,4,4,NA,NA,NA,NA,NA,26,3,3,3,3,3,mf,bw,1,1,0,52,3,2,3
s5903,1,2,1.3333333333333333,6,1,1.4,NA,NA,NA,5.333333333333333,6.25,0,1,0,1,0,27,5,4,3,3,1,mf,bw,0,0,0,54,3,2,1
s5903,2,2,2,4,1,2.4,5,3,3,5.333333333333333,6.25,0,1,0,1,0,27,5,4,3,3,1,mf,bw,0,0,0,54,0,0,6
s5999,1,2,2,5,3,2,NA,NA,NA,4,4,0,0,0,0,0,2,4,4,4,3,3,mf,bw,1,1,0,52,0,6,2
s5999,2,2,5.666666666666667,3,6,6,3,4,4,4,4,0,0,0,0,0,2,4,4,4,3,3,mf,bw,1,1,0,52,6,6,6
s6018,1,2,4,4,4,6,NA,NA,NA,4,4,1,NA,NA,NA,NA,22,0,0,0,0,0,ff,bw,1,1,0,49,6,6,6
s6018,2,2,3.3333333333333335,3.5,1,6,4,4,5,4,4,1,NA,NA,NA,NA,22,0,0,0,0,0,ff,bw,1,1,0,49,6,6,6
s6027,1,2,4,4,1,3,NA,NA,NA,4,4,NA,NA,NA,NA,NA,16,3,3,3,3,3,mf,bw,0,0,0,54,3,3,3
s6027,2,2,5,3,5,6,5,5,5,4,4,NA,NA,NA,NA,NA,16,3,3,3,3,3,mf,bw,0,0,0,54,6,6,6
s6092,1,2,4.666666666666667,3.5,1,3,NA,NA,NA,3.3333333333333335,6,0,1,0,0,1,17,5,4,3,3,1,mm,bw,0,1,1,53,3,3,3
s6092,2,2,1.3333333333333333,4,4.4,6,3,3,3,3.3333333333333335,6,0,1,0,0,1,17,5,4,3,3,1,mm,bw,0,1,1,53,6,6,6
s6147,1,2,4,4,4,0,NA,NA,NA,4,4,0,NA,NA,NA,NA,24,0,0,0,0,0,mm,bw,0,1,1,43,0,0,0
s6147,2,2,4,4,4,1.6,3,3,3,4,4,0,NA,NA,NA,NA,24,0,0,0,0,0,mm,bw,0,1,1,43,0,3,1
s6150,1,2,4.333333333333333,4,1,2.2,NA,NA,NA,6,6.25,0,1,1,0,1,21,5,4,3,4,3,ff,bw,1,1,0,49,0,3,6
s6150,2,2,3.3333333333333335,5,2,1,4,3,3,6,6.25,0,1,1,0,1,21,5,4,3,4,3,ff,bw,1,1,0,49,1,1,1
s6172,1,2,2,7,1,2.6,NA,NA,NA,3.3333333333333335,6,0,1,0,1,0,3,5,3,1,3,1,mf,ww,0,0,0,47,3,3,2
s6172,2,2,4,1.5,4,4.6,5,5,5,3.3333333333333335,6,0,1,0,1,0,3,5,3,1,3,1,mf,ww,0,0,0,47,6,6,2
s6203,1,2,5,7,1,0,NA,NA,NA,1,7,0,1,0,1,1,22,5,2,2,3,3,ff,bw,0,1,1,23,0,0,0
s6203,2,2,1.3333333333333333,7,2,3.4,5,3,3,1,7,0,1,0,1,1,22,5,2,2,3,3,ff,bw,0,1,1,23,4,4,5
s6234,1,2,1,3,1,3,NA,NA,NA,4,1,0,1,0,0,1,7,5,2,0,3,3,mm,bw,0,1,1,31,3,3,3
s6234,2,2,1,7,1,0,4,3,4,4,1,0,1,0,0,1,7,5,2,0,3,3,mm,bw,0,1,1,31,0,0,0
s6269,1,2,4,4,4,3,NA,NA,NA,4,4,NA,NA,NA,NA,NA,10,3,3,3,3,3,mf,bw,0,1,1,50,3,3,3
s6269,2,2,5.666666666666667,6,6,6,5,5,5,4,4,NA,NA,NA,NA,NA,10,3,3,3,3,3,mf,bw,0,1,1,50,6,6,6
s6410,1,2,1,7,1,0,NA,NA,NA,4,4,0,0,1,0,0,22,3,3,3,3,3,mf,bw,0,1,1,56,0,0,0
s6410,2,2,3,7,1,2.6,4,3,3,4,4,0,0,1,0,0,22,3,3,3,3,3,mf,bw,0,1,1,56,5,5,3
s6530,1,2,1,7,1,2.2,NA,NA,NA,3.6666666666666665,5.5,0,1,1,0,1,26,5,5,2,3,1,mm,bw,0,1,1,35,0,3,6
s6530,2,2,4.333333333333333,5,5,5,4,4,3,3.6666666666666665,5.5,0,1,1,0,1,26,5,5,2,3,1,mm,bw,0,1,1,35,5,5,5
s6608,1,2,1,4,1,0.6,NA,NA,NA,4,4,1,0,1,0,1,27,4,4,4,4,1,mm,bw,0,1,1,31,0,0,3
s6608,2,2,2.3333333333333335,4,1.2,6,5,5,5,4,4,1,0,1,0,1,27,4,4,4,4,1,mm,bw,0,1,1,31,6,6,6
s6637,1,2,3,2.5,3,1.8,NA,NA,NA,3,4,NA,NA,NA,NA,1,24,3,3,1,3,3,NA,NA,NA,NA,NA,NA,1,2,2
s6637,2,2,3.6666666666666665,2.5,5.2,3.4,4,4,4,3,4,NA,NA,NA,NA,1,24,3,3,1,3,3,NA,NA,NA,NA,NA,NA,4,4,3
